"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","loglikr","loglikjs"
2000,6.45698422917504,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,833.338901080797,0.010606667893209,1.27695476882082,43.267392578125,0.071081898854668,0.308734984579845,0.341264105726622,0.00342652440909,0.4,4,0.414146799945191,2.30032137130299,0.189443359375,292.108282509675,4.59485019740949,0.019707150770261,0.006157411978076,99378.3494335263,3.83130727810978E-13,4994.22724004637,35.3002301297185,74.4240653868486,13.4104282559909,12.0745831059235,0.220260228375518,0.051383490587932,-8746.99099394047,-8729.896168
2000,3.26905449977026,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00348193001774,0.000443586793822,19.0358326351015,1660,0.799924687912451,0.980802348934029,0.965978010853578,1.68E-05,0.4,4,0.956566728128129,17.15520365492,0.333333333333333,8562.3609731896,116.89972944769,4.05022924776024,294.755618625419,19.4530179967835,178.631680949393,2.07011495754983,13.5237752497418,398.253335728431,128316.018407076,7977.22814796055,0.000242071471999,0.997526032577832,,
