,"r",0,"js","diff"
"656",3.26826618053019,14691250,0,3.26826618053019
"657",3.42463344149292,14691260,10,-6.57536655850708
"658",3.6309292819351,14691260,0,3.6309292819351
"659",3.8394473195076,14691260,0,3.8394473195076
"660",3.45996526814997,14691270,9.99999999813736,-6.54003472998738
"661",2.97217277809978,14691270,0,2.97217277809978
"662",2.5503205023706,14691270,0,2.5503205023706
"663",2.15310063026845,14691270,0,2.15310063026845
"664",1.78029355034232,14691280,10.0000000018626,-8.21970645152033
"665",1.42030199244618,14691280,0,1.42030199244618
"666",1.04133192077279,14691280,0,1.04133192077279
"667",0.656732685863972,14691280,0,0.656732685863972
"668",0.508181555196643,14691280,0,0.508181555196643
"669",0.483317844569683,14691280,0,0.483317844569683
"670",0.263816008344293,14691280,0,0.263816008344293
"671",0,14691280,0,0
"672",0,14691280,0,0
"673",0,14691280,0,0
"674",0,14691280,0,0
"675",0,14691280,0,0
"676",0,14691280,0,0
"677",0,14691280,0,0
"678",0,14691280,0,0
"679",0,14691280,0,0
"680",0,14691280,0,0
"681",0,14691280,0,0
"682",0,14691280,0,0
"683",0,14691280,0,0
"684",0,14691280,0,0
"685",0,14691280,0,0
"686",0,14691280,0,0
"687",0,14691280,0,0
"688",0,14691280,0,0
"689",0,14691280,0,0
"690",0,14691280,0,0
"691",0.001552013680339,14691280,0,0.001552013680339
"692",0.285698771476746,14691280,0,0.285698771476746
"693",0.491378976032138,14691280,0,0.491378976032138
"694",0.925406927242875,14691280,0,0.925406927242875
"695",1.13883579149842,14691280,0,1.13883579149842
"696",1.33442594110966,14691280,0,1.33442594110966
"697",1.53287322819233,14691290,10,-8.46712677180767
"698",1.74280628934503,14691290,0,1.74280628934503
"699",2.08560617268085,14691290,0,2.08560617268085
"700",2.47406326420605,14691290,0,2.47406326420605
"701",2.85646412707865,14691300,10,-7.14353587292135
"702",3.22477214038372,14691300,0,3.22477214038372
"703",3.45071450434625,14691300,0,3.45071450434625
"704",3.53895126841962,14691310,10,-6.46104873158038
"705",3.62074991874397,14691310,0,3.62074991874397
"706",3.70020780339837,14691310,0,3.70020780339837
"707",3.73724921420217,14691320,10.0000000018626,-6.26275078766048
"708",3.65147142671049,14691320,0,3.65147142671049
"709",3.58400381915271,14691320,0,3.58400381915271
"710",3.54893420450389,14691330,9.99999999813736,-6.45106579363346
"711",3.51571033336222,14691330,0,3.51571033336222
"712",3.17510561458766,14691330,0,3.17510561458766
"713",2.79859456978738,14691340,10,-7.20140543021262
"714",2.48036127351224,14691340,0,2.48036127351224
"715",2.19080102443695,14691340,0,2.19080102443695
"716",1.95462064817548,14691340,0,1.95462064817548
"717",1.76017424464226,14691350,10,-8.23982575535774
"718",1.56112067401409,14691350,0,1.56112067401409
"719",1.35639235749841,14691350,0,1.35639235749841
"720",1.10042132250965,14691350,0,1.10042132250965
"721",0.706550065428019,14691350,0,0.706550065428019
"722",0.461328215897083,14691350,0,0.461328215897083
"723",0.077964091673493,14691350,0,0.077964091673493
"724",0,14691350,0,0
"725",0,14691350,0,0
"726",0,14691350,0,0
"727",0,14691350,0,0
"728",0,14691350,0,0
"729",0,14691350,0,0
"730",0,14691350,0,0
"731",0,14691350,0,0
"732",0,14691350,0,0
"733",0,14691350,0,0
"734",0,14691350,0,0
"735",0,14691350,0,0
"736",0,14691350,0,0
"737",0,14691350,0,0
"738",0,14691350,0,0
"739",0,14691350,0,0
"740",0,14691350,0,0
"741",0,14691350,0,0
"742",0,14691350,0,0
"743",0,14691350,0,0
"744",0.191063646227121,14691350,0,0.191063646227121
"745",0.419901199638844,14691350,0,0.419901199638844
"746",0.894321609288454,14691350,0,0.894321609288454
"747",1.28480114415288,14691350,0,1.28480114415288
"748",1.68596769683063,14691360,10,-8.31403230316937
"749",2.09991301596165,14691360,0,2.09991301596165
"750",2.50006758980453,14691360,0,2.50006758980453
"751",2.72246249951422,14691360,0,2.72246249951422
"752",2.87278223223984,14691370,10,-7.12721776776016
"753",3.00566525198519,14691370,0,3.00566525198519
"754",3.12361259944737,14691370,0,3.12361259944737
"755",3.16897782310843,14691370,0,3.16897782310843
"756",3.15233591757715,14691380,10,-6.84766408242285
"757",3.14269805513322,14691380,0,3.14269805513322
"758",3.1435447409749,14691380,0,3.1435447409749
"759",3.08814383298159,14691390,10,-6.91185616701841
"760",2.8502443395555,14691390,0,2.8502443395555
"761",2.64567970298231,14691390,0,2.64567970298231
"762",2.48448677733541,14691400,9.99999999813736,-7.51551322080195
"763",2.35767593048513,14691400,0,2.35767593048513
"764",2.25750624760985,14691400,0,2.25750624760985
"765",2.17646534927189,14691400,0,2.17646534927189
"766",2.10231127589941,14691400,0,2.10231127589941
"767",2.02881518378854,14691410,10.0000000018626,-7.97118481807411
"768",1.84410778619349,14691410,0,1.84410778619349
"769",1.55753242596984,14691410,0,1.55753242596984
"770",1.28147678822279,14691410,0,1.28147678822279
"771",1.01129326410592,14691410,0,1.01129326410592
"772",0.723635520786047,14691410,0,0.723635520786047
"773",0.439487151801586,14691410,0,0.439487151801586
"774",0.162156160920858,14691410,0,0.162156160920858
"775",0,14691410,0,0
"776",0,14691410,0,0
"777",0,14691410,0,0
"778",0,14691410,0,0
"779",0,14691410,0,0
"780",0,14691410,0,0
"781",0,14691410,0,0
"782",0,14691410,0,0
"783",0,14691410,0,0
"784",0,14691410,0,0
"785",0,14691410,0,0
"786",0,14691410,0,0
"787",0,14691410,0,0
"788",0,14691410,0,0
"789",0,14691410,0,0
"790",0,14691410,0,0
"791",0,14691410,0,0
"792",0,14691410,0,0
"793",0,14691410,0,0
"794",0,14691410,0,0
"795",0.009113967418671,14691410,0,0.009113967418671
"796",0.234627744182944,14691410,0,0.234627744182944
"797",0.44831794500351,14691410,0,0.44831794500351
"798",0.825359296053648,14691420,10,-9.17464070394635
"799",1.05403347685933,14691420,0,1.05403347685933
"800",1.2726756054908,14691420,0,1.2726756054908
"801",1.49298976175487,14691420,0,1.49298976175487
"802",1.71467742882669,14691420,0,1.71467742882669
"803",1.97952450253069,14691420,0,1.97952450253069
"804",2.25043986923993,14691420,0,2.25043986923993
"805",2.50529383309186,14691430,9.99999999813736,-7.49470616504549
"806",2.74102166295052,14691430,0,2.74102166295052
"807",2.93186035379767,14691430,0,2.93186035379767
"808",3.08036868087947,14691440,10.0000000018626,-6.91963132098318
"809",3.21720306947827,14691440,0,3.21720306947827
"810",3.34888508170843,14691440,0,3.34888508170843
"811",3.31401782482862,14691450,10,-6.68598217517138
"812",2.82697951421142,14691450,0,2.82697951421142
"813",2.41699343174696,14691450,0,2.41699343174696
"814",2.0966010671109,14691450,0,2.0966010671109
"815",1.85144501551986,14691460,9.99999999813736,-8.14855498261749
"816",1.79857731051743,14691460,0,1.79857731051743
"817",1.81098439916968,14691460,0,1.81098439916968
"818",1.83126244693995,14691460,0,1.83126244693995
"819",1.85182215645909,14691460,0,1.85182215645909
"820",1.75177826732397,14691460,0,1.75177826732397
"821",1.53636253811419,14691470,10.0000000018626,-8.46363746374846
"822",1.32602254860103,14691470,0,1.32602254860103
"823",1.11754215322435,14691470,0,1.11754215322435
"824",0.902264395728707,14691470,0,0.902264395728707
"825",0.666042992845178,14691470,0,0.666042992845178
"826",0.435416067019105,14691470,0,0.435416067019105
"827",0.347505340352654,14691470,0,0.347505340352654
"828",0.021916965022683,14691470,0,0.021916965022683
"829",0,14691470,0,0
"830",0,14691470,0,0
"831",0,14691470,0,0
"832",0,14691470,0,0
"833",0,14691470,0,0
"834",0,14691470,0,0
"835",0,14691470,0,0
"836",0,14691470,0,0
"837",0,14691470,0,0
"838",0,14691470,0,0
"839",0,14691470,0,0
"840",0,14691470,0,0
"841",0,14691470,0,0
"842",0,14691470,0,0
"843",0,14691470,0,0
"844",0,14691470,0,0
"845",0.134640838950872,14691470,0,0.134640838950872
"846",0.222820462659001,14691470,0,0.222820462659001
"847",0.317412964999676,14691470,0,0.317412964999676
"848",0.579896992072463,14691470,0,0.579896992072463
"849",0.881011348217726,14691470,0,0.881011348217726
"850",1.1930594034493,14691470,0,1.1930594034493
"851",1.46654212288558,14691480,9.99999999813736,-8.53345787525178
"852",1.73590071871877,14691480,0,1.73590071871877
"853",1.99894329719245,14691480,0,1.99894329719245
"854",2.24924471974373,14691480,0,2.24924471974373
"855",2.47896668128669,14691480,0,2.47896668128669
"856",2.68883925303817,14691490,10.0000000018626,-7.31116074882448
"857",2.87998547591269,14691490,0,2.87998547591269
"858",3.054503377527,14691490,0,3.054503377527
"859",3.08755718544126,14691500,10,-6.91244281455874
"860",3.00272450782359,14691500,0,3.00272450782359
"861",2.94472655467689,14691500,0,2.94472655467689
"862",2.91631418652833,14691500,0,2.91631418652833
"863",2.87528510391712,14691510,10.0000000018626,-7.12471489794553
"864",2.73833485879004,14691510,0,2.73833485879004
"865",2.64022483490407,14691510,0,2.64022483490407
"866",2.58589670993388,14691520,9.99999999813736,-7.41410328820347
"867",2.54682988114655,14691520,0,2.54682988114655
"868",2.30031362175941,14691520,0,2.30031362175941
"869",2.01630434580147,14691520,0,2.01630434580147
"870",1.75242153741419,14691520,0,1.75242153741419
"871",1.48708979040384,14691530,10,-8.51291020959616
"872",1.27114364691079,14691530,0,1.27114364691079
"873",1.09894134290516,14691530,0,1.09894134290516
"874",0.910696778446436,14691530,0,0.910696778446436
"875",0.707932911813259,14691530,0,0.707932911813259
"876",0.493455538526177,14691530,0,0.493455538526177
"877",0.402371801435947,14691530,0,0.402371801435947
"878",0.051389070227742,14691530,0,0.051389070227742
"879",0,14691530,0,0
"880",0,14691530,0,0
"881",0,14691530,0,0
"882",0,14691530,0,0
"883",0,14691530,0,0
"884",0,14691530,0,0
"885",0,14691530,0,0
"886",0,14691530,0,0
"887",0,14691530,0,0
"888",0,14691530,0,0
"889",0,14691530,0,0
"890",0,14691530,0,0
"891",0,14691530,0,0
"892",0,14691530,0,0
"893",0,14691530,0,0
"894",0,14691530,0,0
"895",0,14691530,0,0
"896",0,14691530,0,0
"897",0,14691530,0,0
"898",0.055599454790354,14691530,0,0.055599454790354
"899",0.238016011193395,14691530,0,0.238016011193395
"900",0.302286332473159,14691530,0,0.302286332473159
"901",0.556169308722019,14691530,0,0.556169308722019
"902",0.860841577872634,14691530,0,0.860841577872634
"903",1.20091933384538,14691530,0,1.20091933384538
"904",1.56286014616489,14691540,10,-8.43713985383511
"905",1.93590578623116,14691540,0,1.93590578623116
"906",2.30270001292229,14691540,0,2.30270001292229
"907",2.57940744794905,14691540,0,2.57940744794905
"908",2.81247165426612,14691550,10,-7.18752834573388
"909",3.02783587016165,14691550,0,3.02783587016165
"910",3.22657954506576,14691550,0,3.22657954506576
"911",3.2757312413305,14691550,0,3.2757312413305
"912",3.19602984748781,14691560,9.99999999813736,-6.80397015064955
"913",3.13743178732693,14691560,0,3.13743178732693
"914",3.10197563655674,14691560,0,3.10197563655674
"915",3.06303531117737,14691570,10.0000000018626,-6.93696469068528
"916",2.96752615272999,14691570,0,2.96752615272999
"917",2.90332511626184,14691570,0,2.90332511626184
"918",2.8759466893971,14691580,10,-7.1240533106029
"919",2.8614657856524,14691580,0,2.8614657856524
"920",2.64117062836885,14691580,0,2.64117062836885
"921",2.38731557875872,14691580,0,2.38731557875872
"922",2.16171386279166,14691590,9.99999999813736,-7.8382861353457
"923",1.94139424525201,14691590,0,1.94139424525201
"924",1.74926733970642,14691590,0,1.74926733970642
"925",1.57994018122554,14691590,0,1.57994018122554
"926",1.39709948189557,14691590,0,1.39709948189557
"927",1.20147421769798,14691590,0,1.20147421769798
"928",0.983453331515193,14691600,10.0000000018626,-9.01654667034745
"929",0.722480613738298,14691600,0,0.722480613738298
"930",0.488379931077361,14691600,0,0.488379931077361
"931",0.427724232897162,14691600,0,0.427724232897162
"932",0.00571047514677,14691600,0,0.00571047514677
"933",0,14691600,0,0
"934",0,14691600,0,0
"935",0,14691600,0,0
"936",0,14691600,0,0
