,"r",0,"js","diff"
"149",9.84396454878151,14689070,10,-0.156035451218489
"150",0,14689070,0,0
"151",0,14689070,0,0
"152",0,14689070,0,0
"153",0,14689070,0,0
"154",0,14689070,0,0
"155",0,14689070,0,0
"156",0,14689070,0,0
"157",0,14689070,0,0
"158",0,14689070,0,0
"159",0,14689070,0,0
"160",0,14689070,0,0
"161",0,14689070,0,0
"162",0,14689070,0,0
"163",0,14689070,0,0
"164",0,14689070,0,0
"165",0,14689070,0,0
"166",0,14689070,0,0
"167",0,14689070,0,0
"168",0,14689070,0,0
"169",3.63839014433324,14689070,0,3.63839014433324
"170",6.029117744416,14689080,9.99999999813736,-3.97088225372135
"171",6.19263427518308,14689080,0,6.19263427518308
"172",7.55362755805254,14689090,10.0000000018626,-2.44637244381011
"173",9.28344760648906,14689100,10,-0.716552393510939
"174",11.8370875958353,14689110,9.99999999813736,1.83708759769794
"175",16.8791004344821,14689130,20.0000000018626,-3.12089956738054
"176",22.5377557035536,14689150,20,2.5377557035536
"177",28.4495892543346,14689180,30,-1.5504107456654
"178",34.33693103306,14689220,40,-5.66306896694
"179",39.0157416407019,14689250,30,9.0157416407019
"180",43.0430382695049,14689300,49.9999999981374,-6.95696172863246
"181",46.6904129050672,14689340,40.0000000018626,6.69041290320455
"182",49.9071825742722,14689390,50,-0.092817425727802
"183",52.8171311821789,14689450,60,-7.1828688178211
"184",55.4075132384896,14689500,50,5.4075132384896
"185",57.5445047207177,14689560,60,-2.4554952792823
"186",59.2796910088509,14689620,59.9999999981374,-0.720308989286458
"187",58.9766824357212,14689680,60.0000000018626,-1.02331756614144
"188",53.7472264915705,14689730,50,3.7472264915705
"189",49.0766848083586,14689780,49.9999999981374,-0.923315189778755
"190",45.2952298987657,14689830,50.0000000018626,-4.70477010309695
"191",42.0200039930642,14689870,40,2.0200039930642
"192",36.9865878149867,14689910,40,-3.0134121850133
"193",32.2189579959959,14689940,30,2.2189579959959
"194",28.311027823016,14689970,29.9999999981374,-1.68897217512135
"195",25.0138797853142,14689990,20.0000000018626,5.01387978345155
"196",20.6047367602587,14690010,20,0.6047367602587
"197",15.3570331446826,14690030,20,-4.6429668553174
"198",10.7972723357379,14690040,10,0.797272335737899
"199",6.7287340592593,14690040,0,6.7287340592593
"200",4.93377688527107,14690050,10.0000000018626,-5.06622311659158
"201",4.71004727110267,14690050,0,4.71004727110267
"202",4.52672904357314,14690060,9.99999999813736,-5.47327095456421
"203",2.53957830928266,14690060,0,2.53957830928266
"204",0,14690060,0,0
"205",0,14690060,0,0
"206",0,14690060,0,0
"207",0,14690060,0,0
"208",0,14690060,0,0
"209",0,14690060,0,0
"210",0,14690060,0,0
"211",0,14690060,0,0
"212",0,14690060,0,0
"213",0,14690060,0,0
"214",0,14690060,0,0
"215",0,14690060,0,0
"216",0,14690060,0,0
"217",0,14690060,0,0
"218",0,14690060,0,0
"219",0,14690060,0,0
"220",0,14690060,0,0
"221",0,14690060,0,0
"222",0,14690060,0,0
"223",0.098038142547011,14690060,0,0.098038142547011
"224",2.74312082119286,14690060,0,2.74312082119286
"225",3.64458502270281,14690070,10,-6.35541497729719
"226",6.36969214677811,14690070,0,6.36969214677811
"227",8.7792985457927,14690080,10,-1.2207014542073
"228",11.2837712839246,14690090,10,1.2837712839246
"229",13.8812871016562,14690110,20,-6.1187128983438
"230",16.4319031257182,14690120,10,6.4319031257182
"231",18.0996425990015,14690140,20,-1.9003574009985
"232",19.3930137492716,14690160,19.9999999981374,-0.606986248865756
"233",20.5722354557365,14690180,20.0000000018626,0.572235453873855
"234",21.626602621749,14690200,20,1.626602621749
"235",23.5866208523512,14690230,30,-6.4133791476488
"236",26.4339027162641,14690250,20,6.4339027162641
"237",29.0619934480637,14690280,30,-0.938006551936301
"238",31.4503698311746,14690320,39.9999999981374,-8.54963016696275
"239",31.9753528088331,14690350,30,1.9753528088331
"240",27.8290707543492,14690380,30,-2.1709292456508
"241",24.1724091116339,14690400,20,4.1724091116339
"242",21.2562824953347,14690420,20.0000000018626,1.25628249347205
"243",18.8329322785139,14690440,20,-1.1670677214861
"244",16.1626877561212,14690460,20,-3.8373122438788
"245",13.7379934191704,14690470,10,3.7379934191704
"246",11.649695193395,14690480,10,1.649695193395
"247",9.78983790427446,14690490,10,-0.21016209572554
"248",8.41159675829113,14690500,10,-1.58840324170887
"249",7.4205726608634,14690510,9.99999999813736,-2.57942733727395
"250",6.44631652161479,14690510,0,6.44631652161479
"251",5.480887202546,14690520,10.0000000018626,-4.51911279931665
"252",4.22758110426366,14690520,0,4.22758110426366
"253",2.65194148942828,14690530,10,-7.34805851057172
"254",0.502548513934016,14690530,0,0.502548513934016
"255",0,14690530,0,0
"256",0,14690530,0,0
"257",0,14690530,0,0
"258",0,14690530,0,0
"259",0,14690530,0,0
"260",0,14690530,0,0
"261",0,14690530,0,0
"262",0,14690530,0,0
"263",0,14690530,0,0
"264",0,14690530,0,0
"265",0,14690530,0,0
"266",0,14690530,0,0
"267",0,14690530,0,0
"268",0,14690530,0,0
"269",0,14690530,0,0
"270",0,14690530,0,0
"271",0,14690530,0,0
"272",0,14690530,0,0
"273",0,14690530,0,0
"274",0,14690530,0,0
"275",0,14690530,0,0
"276",0.032132996246219,14690530,0,0.032132996246219
"277",1.46234124526381,14690530,0,1.46234124526381
"278",2.81085122749209,14690530,0,2.81085122749209
"279",4.66747241467237,14690540,9.99999999813736,-5.33252758346498
"280",6.67620077356696,14690540,0,6.67620077356696
"281",8.81679616682231,14690550,10.0000000018626,-1.18320383504033
"282",10.9391323197633,14690560,10,0.939132319763299
"283",12.1766548324376,14690570,10,2.1766548324376
"284",13.0398863200098,14690590,20.0000000018626,-6.96011368185285
"285",13.8003374747932,14690600,9.99999999813736,3.80033747665584
"286",14.4594107419252,14690620,20,-5.5405892580748
"287",14.1779337022454,14690630,10,4.1779337022454
"288",13.118303058669,14690640,10,3.118303058669
"289",12.209489043802,14690650,10,2.209489043802
"290",11.4319046251476,14690670,19.9999999981374,-8.56809537298975
"291",10.8436154443771,14690680,10.0000000018626,0.843615442514455
"292",10.5679183974862,14690690,10,0.567918397486199
"293",10.3646733462811,14690700,9.99999999813736,0.364673348143745
"294",10.2118864599615,14690710,10.0000000018626,0.211886458098855
"295",9.98310614004731,14690720,10,-0.01689385995269
"296",8.47195808216929,14690730,9.99999999813736,-1.52804191596806
"297",6.82714044675231,14690730,0,6.82714044675231
"298",5.43363653682172,14690740,10.0000000018626,-4.56636346504093
"299",4.21200742945075,14690740,0,4.21200742945075
"300",3.51713487878442,14690750,10,-6.48286512121558
"301",3.2647685483098,14690750,0,3.2647685483098
"302",3.00181864760816,14690750,0,3.00181864760816
"303",2.72876632213593,14690760,10,-7.27123367786407
"304",2.3595274630934,14690760,0,2.3595274630934
"305",1.7180563043803,14690760,0,1.7180563043803
"306",1.33189793862402,14690760,0,1.33189793862402
"307",1.13011359237134,14690760,0,1.13011359237134
"308",0,14690760,0,0
"309",0,14690760,0,0
"310",0,14690760,0,0
"311",0,14690760,0,0
"312",0,14690760,0,0
"313",0,14690760,0,0
"314",0,14690760,0,0
"315",0,14690760,0,0
"316",0,14690760,0,0
"317",0,14690760,0,0
"318",0,14690760,0,0
"319",0,14690760,0,0
"320",0,14690760,0,0
"321",0,14690760,0,0
"322",0,14690760,0,0
"323",0,14690760,0,0
"324",0,14690760,0,0
"325",0,14690760,0,0
"326",0,14690760,0,0
"327",0,14690760,0,0
"328",0,14690760,0,0
"329",0,14690760,0,0
"330",0.643752424046397,14690760,0,0.643752424046397
"331",1.21755620650947,14690760,0,1.21755620650947
"332",2.75644121319056,14690770,10,-7.24355878680944
"333",4.57107773795724,14690770,0,4.57107773795724
"334",6.46596242301166,14690780,10.0000000018626,-3.53403757885099
"335",7.32712612301111,14690790,9.99999999813736,-2.67287387512624
"336",7.77524335682392,14690790,0,7.77524335682392
"337",8.15760903991759,14690800,10,-1.84239096008241
"338",8.47550203278661,14690810,10,-1.52449796721339
"339",8.40361812524498,14690820,10,-1.59638187475502
"340",8.00541045516729,14690830,10,-1.99458954483271
"341",7.64873070083559,14690830,0,7.64873070083559
"342",7.33301512897015,14690840,10,-2.66698487102985
"343",7.05630442500114,14690850,10,-2.94369557499886
"344",6.81535647436976,14690860,9.99999999813736,-3.18464352376759
"345",6.61557603254914,14690860,0,6.61557603254914
"346",6.45745323225856,14690870,10.0000000018626,-3.54254676960408
"347",6.28425617516041,14690870,0,6.28425617516041
"348",5.55563723295927,14690880,10,-4.44436276704073
"349",4.78224802389741,14690880,0,4.78224802389741
"350",4.13666812516749,14690890,9.99999999813736,-5.86333187296987
"351",3.57247646339238,14690890,0,3.57247646339238
"352",2.90288965776563,14690900,10.0000000018626,-7.09711034409702
"353",2.1507876124233,14690900,0,2.1507876124233
"354",1.47299817949533,14690900,0,1.47299817949533
"355",0.904826946556568,14690900,0,0.904826946556568
"356",0.581976609304547,14690900,0,0.581976609304547
"357",0,14690900,0,0
"358",0,14690900,0,0
"359",0,14690900,0,0
"360",0,14690900,0,0
"361",0,14690900,0,0
"362",0,14690900,0,0
"363",0,14690900,0,0
"364",0,14690900,0,0
"365",0,14690900,0,0
"366",0,14690900,0,0
"367",0,14690900,0,0
"368",0,14690900,0,0
"369",0,14690900,0,0
"370",0,14690900,0,0
"371",0,14690900,0,0
"372",0,14690900,0,0
"373",0,14690900,0,0
"374",0,14690900,0,0
"375",0,14690900,0,0
"376",0,14690900,0,0
"377",0,14690900,0,0
"378",0,14690900,0,0
"379",0.066056963056326,14690900,0,0.066056963056326
"380",0.44642230682075,14690900,0,0.44642230682075
"381",0.81186955794692,14690900,0,0.81186955794692
"382",1.40193496085703,14690900,0,1.40193496085703
"383",1.800492182374,14690910,10,-8.199507817626
"384",2.18982421979308,14690910,0,2.18982421979308
"385",2.58267232403159,14690910,0,2.58267232403159
"386",2.97359863109887,14690910,0,2.97359863109887
"387",3.39260057546198,14690920,9.99999999813736,-6.60739942267538
"388",3.8042040169239,14690920,0,3.8042040169239
"389",4.18683851324022,14690920,0,4.18683851324022
"390",4.53645173460245,14690930,10.0000000018626,-5.4635482672602
"391",4.62842896208167,14690930,0,4.62842896208167
"392",4.49213924445212,14690940,9.99999999813736,-5.50786075368524
"393",4.37218379043043,14690940,0,4.37218379043043
"394",4.27029304020107,14690950,10.0000000018626,-5.72970696166158
"395",4.17442961968482,14690950,0,4.17442961968482
"396",4.06086849048734,14690950,0,4.06086849048734
"397",3.97348766587675,14690960,10,-6.02651233412325
"398",3.91640842519701,14690960,0,3.91640842519701
"399",3.84638957120478,14690970,10.0000000018626,-6.15361043065787
"400",3.34904553741217,14690970,0,3.34904553741217
"401",2.81094319932163,14690970,0,2.81094319932163
"402",2.36038199067116,14690980,9.99999999813736,-7.6396180074662
"403",1.96173951774836,14690980,0,1.96173951774836
"404",1.6746782399714,14690980,0,1.6746782399714
"405",1.47634400054812,14690980,0,1.47634400054812
"406",1.27665221691132,14690980,0,1.27665221691132
"407",1.07462190836668,14690980,0,1.07462190836668
"408",0.81788070499897,14690980,0,0.81788070499897
"409",0.515231847763062,14690980,0,0.515231847763062
"410",0.072588527575135,14690980,0,0.072588527575135
"411",0,14690980,0,0
"412",0,14690980,0,0
"413",0,14690980,0,0
"414",0,14690980,0,0
"415",0,14690980,0,0
"416",0,14690980,0,0
"417",0,14690980,0,0
"418",0,14690980,0,0
"419",0,14690980,0,0
"420",0,14690980,0,0
"421",0,14690980,0,0
"422",0,14690980,0,0
"423",0,14690980,0,0
"424",0,14690980,0,0
"425",0,14690980,0,0
"426",0,14690980,0,0
"427",0,14690980,0,0
"428",0,14690980,0,0
"429",0,14690980,0,0
"430",0.155124748125672,14690980,0,0.155124748125672
"431",0.296945847570896,14690980,0,0.296945847570896
"432",0.402313744649291,14690980,0,0.402313744649291
"433",0.663240557536483,14690990,10,-9.33675944246352
"434",0.95133682526648,14690990,0,0.95133682526648
"435",1.24287656508386,14690990,0,1.24287656508386
"436",1.54507312737405,14690990,0,1.54507312737405
"437",1.85157778486609,14690990,0,1.85157778486609
"438",2.147201243788,14690990,0,2.147201243788
"439",2.34861109219491,14691000,10,-7.65138890780509
"440",2.50699695758522,14691000,0,2.50699695758522
"441",2.6483143940568,14691000,0,2.6483143940568
"442",2.7731188479811,14691000,0,2.7731188479811
"443",2.8642327580601,14691010,10,-7.1357672419399
"444",2.92551488429308,14691010,0,2.92551488429308
"445",2.98004265129566,14691010,0,2.98004265129566
"446",3.03160444274545,14691020,10,-6.96839555725455
"447",3.00041269510984,14691020,0,3.00041269510984
"448",2.73940643109381,14691020,0,2.73940643109381
"449",2.51079577207565,14691020,0,2.51079577207565
"450",2.3281080853194,14691030,10,-7.6718919146806
"451",2.18305344693363,14691030,0,2.18305344693363
"452",2.07864772155881,14691030,0,2.07864772155881
"453",1.99969897419214,14691030,0,1.99969897419214
"454",1.93780532479286,14691030,0,1.93780532479286
"455",1.88930711522698,14691040,10,-8.11069288477302
"456",1.70775956660509,14691040,0,1.70775956660509
"457",1.40394011884928,14691040,0,1.40394011884928
"458",1.12172438018024,14691040,0,1.12172438018024
"459",0.85265426710248,14691040,0,0.85265426710248
"460",0.588967030867934,14691040,0,0.588967030867934
"461",0.388693576678634,14691040,0,0.388693576678634
"462",0.094352083280683,14691040,0,0.094352083280683
"463",0,14691040,0,0
"464",0,14691040,0,0
"465",0,14691040,0,0
"466",0,14691040,0,0
"467",0,14691040,0,0
"468",0,14691040,0,0
"469",0,14691040,0,0
"470",0,14691040,0,0
"471",0,14691040,0,0
"472",0,14691040,0,0
"473",0,14691040,0,0
"474",0,14691040,0,0
"475",0,14691040,0,0
"476",0,14691040,0,0
"477",0,14691040,0,0
"478",0,14691040,0,0
"479",0,14691040,0,0
"480",0,14691040,0,0
"481",0,14691040,0,0
"482",0.110246317461133,14691040,0,0.110246317461133
"483",0.252858942374587,14691040,0,0.252858942374587
"484",0.490160802379251,14691040,0,0.490160802379251
"485",0.818922208622098,14691040,0,0.818922208622098
"486",1.14697160944343,14691050,9.99999999813736,-8.85302838869393
"487",1.34975589253008,14691050,0,1.34975589253008
"488",1.53835760802031,14691050,0,1.53835760802031
"489",1.72208841703832,14691050,0,1.72208841703832
"490",1.8970178309828,14691050,0,1.8970178309828
"491",2.05120931565762,14691050,0,2.05120931565762
"492",2.19186331145465,14691060,10.0000000018626,-7.808136690408
"493",2.32333884015679,14691060,0,2.32333884015679
"494",2.44722603075206,14691060,0,2.44722603075206
"495",2.41108727268875,14691060,0,2.41108727268875
"496",2.24083593674004,14691070,10,-7.75916406325996
"497",2.10304879583418,14691070,0,2.10304879583418
"498",1.99262691661716,14691070,0,1.99262691661716
"499",1.95161544345319,14691070,0,1.95161544345319
"500",2.07101483270526,14691070,0,2.07101483270526
"501",2.21683413721621,14691080,9.99999999813736,-7.78316586092114
"502",2.38041342422366,14691080,0,2.38041342422366
"503",2.5303366035223,14691080,0,2.5303366035223
"504",2.3009919449687,14691080,0,2.3009919449687
"505",1.99633141234517,14691090,10.0000000018626,-8.00366858951747
"506",1.73322488181293,14691090,0,1.73322488181293
"507",1.48933639377356,14691090,0,1.48933639377356
"508",1.34059738367796,14691090,0,1.34059738367796
"509",1.2765838354826,14691090,0,1.2765838354826
"510",1.20177555270493,14691090,0,1.20177555270493
"511",1.11714739724994,14691090,0,1.11714739724994
"512",1.0040048956871,14691090,0,1.0040048956871
"513",0.823159225285053,14691100,10,-9.17684077471495
"514",0.632592674344778,14691100,0,0.632592674344778
"515",0.44023758918047,14691100,0,0.44023758918047
"516",0.354606419801712,14691100,0,0.354606419801712
"517",0.092906598001719,14691100,0,0.092906598001719
"518",0,14691100,0,0
"519",0,14691100,0,0
"520",0,14691100,0,0
"521",0,14691100,0,0
"522",0,14691100,0,0
"523",0,14691100,0,0
"524",0,14691100,0,0
"525",0,14691100,0,0
"526",0,14691100,0,0
"527",0,14691100,0,0
"528",0,14691100,0,0
"529",0,14691100,0,0
"530",0,14691100,0,0
"531",0,14691100,0,0
"532",0,14691100,0,0
"533",0.155360443517566,14691100,0,0.155360443517566
"534",0.227441512048244,14691100,0,0.227441512048244
"535",0.227470790967345,14691100,0,0.227470790967345
"536",0.232675204053521,14691100,0,0.232675204053521
"537",0.300952339544892,14691100,0,0.300952339544892
"538",0.465520160272717,14691100,0,0.465520160272717
"539",0.890546396374702,14691100,0,0.890546396374702
"540",1.39728488028049,14691100,0,1.39728488028049
"541",1.94655351527035,14691100,0,1.94655351527035
"542",2.47527275793254,14691110,10,-7.52472724206746
"543",2.5464348308742,14691110,0,2.5464348308742
"544",2.46822875924408,14691110,0,2.46822875924408
"545",2.39389485307038,14691110,0,2.39389485307038
"546",2.32498769648373,14691110,0,2.32498769648373
"547",2.35871871560812,14691120,10,-7.64128128439188
"548",2.48521058261395,14691120,0,2.48521058261395
"549",2.60209552384913,14691120,0,2.60209552384913
"550",2.71298566646874,14691120,0,2.71298566646874
"551",2.78523981384933,14691130,10.0000000018626,-7.21476018801332
"552",2.75247854180634,14691130,0,2.75247854180634
"553",2.73397281393409,14691130,0,2.73397281393409
"554",2.7437748555094,14691140,9.99999999813736,-7.25622514262795
"555",2.74499064125121,14691140,0,2.74499064125121
"556",2.35499857738614,14691140,0,2.35499857738614
"557",1.92704288847744,14691140,0,1.92704288847744
"558",1.57347438111901,14691140,0,1.57347438111901
"559",1.25807685032487,14691150,10,-8.74192314967513
"560",1.12146150507033,14691150,0,1.12146150507033
"561",1.1479902472347,14691150,0,1.1479902472347
"562",1.16909131035209,14691150,0,1.16909131035209
"563",1.18500335887074,14691150,0,1.18500335887074
"564",1.09208424948156,14691150,0,1.09208424948156
"565",0.69544755667448,14691150,0,0.69544755667448
"566",0.371000364422798,14691150,0,0.371000364422798
"567",0.050659842789173,14691150,0,0.050659842789173
"568",0,14691150,0,0
"569",0,14691150,0,0
"570",0,14691150,0,0
"571",0,14691150,0,0
"572",0,14691150,0,0
"573",0,14691150,0,0
"574",0,14691150,0,0
"575",0,14691150,0,0
"576",0,14691150,0,0
"577",0,14691150,0,0
"578",0,14691150,0,0
"579",0,14691150,0,0
"580",0,14691150,0,0
"581",0,14691150,0,0
"582",0,14691150,0,0
"583",0,14691150,0,0
"584",0,14691150,0,0
"585",0,14691150,0,0
"586",0.110352851450443,14691150,0,0.110352851450443
"587",0.201922418549657,14691150,0,0.201922418549657
"588",0.206193406134844,14691150,0,0.206193406134844
"589",0.283202633261681,14691150,0,0.283202633261681
"590",0.467738689854741,14691150,0,0.467738689854741
"591",0.838790729641914,14691150,0,0.838790729641914
"592",1.27592099644244,14691160,10,-8.72407900355756
"593",1.74960724264383,14691160,0,1.74960724264383
"594",2.21904604323208,14691160,0,2.21904604323208
"595",2.43585196882486,14691160,0,2.43585196882486
"596",2.55551197007298,14691170,10,-7.44448802992702
"597",2.66132990643382,14691170,0,2.66132990643382
"598",2.75612270087004,14691170,0,2.75612270087004
"599",2.76921022497118,14691170,0,2.76921022497118
"600",2.71573721803725,14691180,10,-7.28426278196275
"601",2.6805532220751,14691180,0,2.6805532220751
"602",2.66644986905158,14691180,0,2.66644986905158
"603",2.63615598157048,14691180,0,2.63615598157048
"604",2.51588521525264,14691190,10,-7.48411478474736
"605",2.42704816535115,14691190,0,2.42704816535115
"606",2.37537498772144,14691190,0,2.37537498772144
"607",2.33838010393083,14691190,0,2.33838010393083
"608",2.13682323880494,14691200,10,-7.86317676119506
"609",1.90857748687267,14691200,0,1.90857748687267
"610",1.70151429064572,14691200,0,1.70151429064572
"611",1.49618007428944,14691200,0,1.49618007428944
"612",1.30978982895613,14691200,0,1.30978982895613
"613",1.13836459256709,14691200,0,1.13836459256709
"614",0.955171078443527,14691200,0,0.955171078443527
"615",0.76101884059608,14691210,9.99999999813736,-9.23898115754128
"616",0.583772774785757,14691210,0,0.583772774785757
"617",0.482210472226143,14691210,0,0.482210472226143
"618",0.392108803614974,14691210,0,0.392108803614974
"619",0.364088840782642,14691210,0,0.364088840782642
"620",0.343642136082053,14691210,0,0.343642136082053
"621",0.005769923329353,14691210,0,0.005769923329353
"622",0,14691210,0,0
"623",0,14691210,0,0
"624",0,14691210,0,0
"625",0,14691210,0,0
"626",0,14691210,0,0
"627",0,14691210,0,0
"628",0,14691210,0,0
"629",0,14691210,0,0
"630",0,14691210,0,0
"631",0,14691210,0,0
"632",0,14691210,0,0
"633",0,14691210,0,0
"634",0,14691210,0,0
"635",0,14691210,0,0
"636",0,14691210,0,0
"637",0,14691210,0,0
"638",0,14691210,0,0
"639",0.085179517045617,14691210,0,0.085179517045617
"640",0.213960040360689,14691210,0,0.213960040360689
"641",0.232861870899796,14691210,0,0.232861870899796
"642",0.463027535006404,14691210,0,0.463027535006404
"643",0.987026771530509,14691210,0,0.987026771530509
"644",1.61350674927235,14691210,0,1.61350674927235
"645",2.29971336573362,14691210,0,2.29971336573362
"646",2.98855001293123,14691220,10.0000000018626,-7.01144998893142
"647",3.36657568439841,14691220,0,3.36657568439841
"648",3.61475756764412,14691220,0,3.61475756764412
"649",3.83345655165613,14691230,10,-6.16654344834387
"650",4.02700665779412,14691230,0,4.02700665779412
"651",3.94554340466857,14691240,9.99999999813736,-6.05445659346879
"652",3.6471539773047,14691240,0,3.6471539773047
"653",3.41501282528043,14691240,0,3.41501282528043
"654",3.24128146097064,14691250,10.0000000018626,-6.75871854089201
"655",3.16439307667315,14691250,0,3.16439307667315
