,"x",,
"649",0,8.767734E-05,-8.767734E-05
"650",0,8.586513E-05,-8.586513E-05
"651",0,7.786099E-05,-7.786099E-05
"652",0,7.139023E-05,-7.139023E-05
"653",0,6.629043E-05,-6.629043E-05
"654",0,6.239785E-05,-6.239785E-05
"655",0,6.109629E-05,-6.109629E-05
"656",0,6.122206E-05,-6.122206E-05
"657",0,6.203598E-05,-6.203598E-05
"658",0,6.369022E-05,-6.369022E-05
"659",0,6.323281E-05,-6.323281E-05
"660",0,5.775066E-05,-5.775066E-05
"661",0,5.297124E-05,-5.297124E-05
"662",0,4.788112E-05,-4.788112E-05
"663",0,4.153136E-05,-4.153136E-05
"664",0,3.450037E-05,-3.450037E-05
"665",0,2.488078E-05,-2.488078E-05
"666",0,1.204169E-05,-1.204169E-05
"667",0,-5.481898E-11,5.481898E-11
"668",0,1.050214E-19,-1.050214E-19
"669",0,-5.151804E-25,5.151804E-25
"670",0,2.489585E-29,-2.489585E-29
"671",0,2.465932E-29,-2.465932E-29
"672",0,2.442504E-29,-2.442504E-29
"673",0,2.419299E-29,-2.419299E-29
"674",0,2.396314E-29,-2.396314E-29
"675",0,2.373547E-29,-2.373547E-29
"676",0,2.350996E-29,-2.350996E-29
"677",0,2.32866E-29,-2.32866E-29
"678",0,2.306536E-29,-2.306536E-29
"679",0,2.284622E-29,-2.284622E-29
"680",0,2.262917E-29,-2.262917E-29
"681",0,2.241418E-29,-2.241418E-29
"682",0,2.220122E-29,-2.220122E-29
"683",0,2.19903E-29,-2.19903E-29
"684",0,2.178137E-29,-2.178137E-29
"685",0,2.157443E-29,-2.157443E-29
"686",0,2.136946E-29,-2.136946E-29
"687",0,2.116643E-29,-2.116643E-29
"688",0,2.096534E-29,-2.096534E-29
"689",0,2.076615E-29,-2.076615E-29
"690",0,2.056886E-29,-2.056886E-29
"691",0,9.574394E-30,-9.574394E-30
"692",0,-8.793371E-11,8.793371E-11
"693",0,1.978424E-05,-1.978424E-05
"694",0,3.198245E-05,-3.198245E-05
"695",0,3.904895E-05,-3.904895E-05
"696",0,4.57938E-05,-4.57938E-05
"697",0,5.21096E-05,-5.21096E-05
"698",0,5.972838E-05,-5.972838E-05
"699",0,7.005737E-05,-7.005737E-05
"700",0,7.890788E-05,-7.890788E-05
"701",0,8.61377E-05,-8.61377E-05
"702",0,9.16883E-05,-9.16883E-05
"703",0,9.126023E-05,-9.126023E-05
"704",0,9.039293E-05,-9.039293E-05
"705",0,8.924444E-05,-8.924444E-05
"706",0,8.794135E-05,-8.794135E-05
"707",0,8.468098E-05,-8.468098E-05
"708",0,8.109259E-05,-8.109259E-05
"709",0,7.829318E-05,-7.829318E-05
"710",0,7.627792E-05,-7.627792E-05
"711",0,7.262087E-05,-7.262087E-05
"712",0,6.529472E-05,-6.529472E-05
"713",0,5.913196E-05,-5.913196E-05
"714",0,5.357144E-05,-5.357144E-05
"715",0,4.807017E-05,-4.807017E-05
"716",0,4.416922E-05,-4.416922E-05
"717",0,3.978397E-05,-3.978397E-05
"718",0,3.473369E-05,-3.473369E-05
"719",0,2.887478E-05,-2.887478E-05
"720",0,1.72568E-05,-1.72568E-05
"721",0,1.001945E-06,-1.001945E-06
"722",0,2.388082E-18,-2.388082E-18
"723",0,-5.415504E-20,5.415504E-20
"724",0,-5.364053E-20,5.364053E-20
"725",0,-5.31309E-20,5.31309E-20
"726",0,-5.262612E-20,5.262612E-20
"727",0,-5.212613E-20,5.212613E-20
"728",0,-5.16309E-20,5.16309E-20
"729",0,-5.114037E-20,5.114037E-20
"730",0,-5.06545E-20,5.06545E-20
"731",0,-5.017324E-20,5.017324E-20
"732",0,-4.969656E-20,4.969656E-20
"733",0,-4.92244E-20,4.92244E-20
"734",0,-4.875674E-20,4.875674E-20
"735",0,-4.829351E-20,4.829351E-20
"736",0,-4.783469E-20,4.783469E-20
"737",0,-4.738022E-20,4.738022E-20
"738",0,-4.693008E-20,4.693008E-20
"739",0,-4.648421E-20,4.648421E-20
"740",0,-4.604257E-20,4.604257E-20
"741",0,-4.560513E-20,4.560513E-20
"742",0,-4.517185E-20,4.517185E-20
"743",0,-4.474269E-20,4.474269E-20
"744",0,-3.266743E-12,3.266743E-12
"745",0,1.729094E-05,-1.729094E-05
"746",0,3.406323E-05,-3.406323E-05
"747",0,4.719536E-05,-4.719536E-05
"748",0,5.912409E-05,-5.912409E-05
"749",0,6.94702E-05,-6.94702E-05
"750",0,7.624888E-05,-7.624888E-05
"751",0,7.824374E-05,-7.824374E-05
"752",0,7.943411E-05,-7.943411E-05
"753",0,7.988461E-05,-7.988461E-05
"754",0,7.969288E-05,-7.969288E-05
"755",0,7.707273E-05,-7.707273E-05
"756",0,7.455721E-05,-7.455721E-05
"757",0,7.223783E-05,-7.223783E-05
"758",0,7.018598E-05,-7.018598E-05
"759",0,6.555668E-05,-6.555668E-05
"760",0,6.054503E-05,-6.054503E-05
"761",0,5.660469E-05,-5.660469E-05
"762",0,5.353885E-05,-5.353885E-05
"763",0,5.118077E-05,-5.118077E-05
"764",0,4.938814E-05,-4.938814E-05
"765",0,4.802779E-05,-4.802779E-05
"766",0,4.690777E-05,-4.690777E-05
"767",0,4.585672E-05,-4.585672E-05
"768",0,3.988636E-05,-3.988636E-05
"769",0,3.337792E-05,-3.337792E-05
"770",0,2.605651E-05,-2.605651E-05
"771",0,1.762689E-05,-1.762689E-05
"772",0,5.384048E-06,-5.384048E-06
"773",0,-1.848352E-10,1.848352E-10
"774",0,-1.479443E-17,1.479443E-17
"775",0,-1.465388E-17,1.465388E-17
"776",0,-1.451465E-17,1.451465E-17
"777",0,-1.437675E-17,1.437675E-17
"778",0,-1.424016E-17,1.424016E-17
"779",0,-1.410487E-17,1.410487E-17
"780",0,-1.397087E-17,1.397087E-17
"781",0,-1.383813E-17,1.383813E-17
"782",0,-1.370666E-17,1.370666E-17
"783",0,-1.357644E-17,1.357644E-17
"784",0,-1.344745E-17,1.344745E-17
"785",0,-1.331969E-17,1.331969E-17
"786",0,-1.319314E-17,1.319314E-17
"787",0,-1.30678E-17,1.30678E-17
"788",0,-1.294364E-17,1.294364E-17
"789",0,-1.282067E-17,1.282067E-17
"790",0,-1.269886E-17,1.269886E-17
"791",0,-1.257822E-17,1.257822E-17
"792",0,-1.245871E-17,1.245871E-17
"793",0,-1.234035E-17,1.234035E-17
"794",0,-1.22231E-17,1.22231E-17
"795",0,-1.357952E-16,1.357952E-16
"796",0,6.267612E-07,-6.267612E-07
"797",0,1.819497E-05,-1.819497E-05
"798",0,2.920912E-05,-2.920912E-05
"799",0,3.651511E-05,-3.651511E-05
"800",0,4.323267E-05,-4.323267E-05
"801",0,4.921446E-05,-4.921446E-05
"802",0,5.493414E-05,-5.493414E-05
"803",0,6.072896E-05,-6.072896E-05
"804",0,6.522351E-05,-6.522351E-05
"805",0,6.84088E-05,-6.84088E-05
"806",0,7.03473E-05,-7.03473E-05
"807",0,7.044575E-05,-7.044575E-05
"808",0,6.984342E-05,-6.984342E-05
"809",0,6.874518E-05,-6.874518E-05
"810",0,6.736251E-05,-6.736251E-05
"811",0,6.053287E-05,-6.053287E-05
"812",0,5.278832E-05,-5.278832E-05
"813",0,4.671114E-05,-4.671114E-05
"814",0,4.178595E-05,-4.178595E-05
"815",0,3.888266E-05,-3.888266E-05
"816",0,3.899627E-05,-3.899627E-05
"817",0,3.938329E-05,-3.938329E-05
"818",0,4.000885E-05,-4.000885E-05
"819",0,4.076863E-05,-4.076863E-05
"820",0,3.694294E-05,-3.694294E-05
"821",0,3.279742E-05,-3.279742E-05
"822",0,2.812931E-05,-2.812931E-05
"823",0,2.273405E-05,-2.273405E-05
"824",0,1.574959E-05,-1.574959E-05
"825",0,7.140755E-06,-7.140755E-06
"826",0,-6.706693E-13,6.706693E-13
"827",0,-3.394962E-16,3.394962E-16
"828",0,6.724709E-17,-6.724709E-17
"829",0,6.660819E-17,-6.660819E-17
"830",0,6.597537E-17,-6.597537E-17
"831",0,6.534855E-17,-6.534855E-17
"832",0,6.472769E-17,-6.472769E-17
"833",0,6.411273E-17,-6.411273E-17
"834",0,6.350361E-17,-6.350361E-17
"835",0,6.290028E-17,-6.290028E-17
"836",0,6.230268E-17,-6.230268E-17
"837",0,6.171076E-17,-6.171076E-17
"838",0,6.112446E-17,-6.112446E-17
"839",0,6.054374E-17,-6.054374E-17
"840",0,5.996853E-17,-5.996853E-17
"841",0,5.939878E-17,-5.939878E-17
"842",0,5.883445E-17,-5.883445E-17
"843",0,5.827548E-17,-5.827548E-17
"844",0,5.772182E-17,-5.772182E-17
"845",0,-2.791129E-14,2.791129E-14
"846",0,-1.813823E-20,1.813823E-20
"847",0,9.804876E-06,-9.804876E-06
"848",0,2.143785E-05,-2.143785E-05
"849",0,3.270353E-05,-3.270353E-05
"850",0,4.168994E-05,-4.168994E-05
"851",0,4.897626E-05,-4.897626E-05
"852",0,5.51691E-05,-5.51691E-05
"853",0,6.015934E-05,-6.015934E-05
"854",0,6.387153E-05,-6.387153E-05
"855",0,6.630779E-05,-6.630779E-05
"856",0,6.763323E-05,-6.763323E-05
"857",0,6.799604E-05,-6.799604E-05
"858",0,6.758122E-05,-6.758122E-05
"859",0,6.355548E-05,-6.355548E-05
"860",0,6.013351E-05,-6.013351E-05
"861",0,5.736018E-05,-5.736018E-05
"862",0,5.525739E-05,-5.525739E-05
"863",0,5.240174E-05,-5.240174E-05
"864",0,4.986775E-05,-4.986775E-05
"865",0,4.833522E-05,-4.833522E-05
"866",0,4.767471E-05,-4.767471E-05
"867",0,4.62953E-05,-4.62953E-05
"868",0,4.245671E-05,-4.245671E-05
"869",0,3.871388E-05,-3.871388E-05
"870",0,3.447734E-05,-3.447734E-05
"871",0,2.917166E-05,-2.917166E-05
"872",0,2.558915E-05,-2.558915E-05
"873",0,2.08255E-05,-2.08255E-05
"874",0,1.469826E-05,-1.469826E-05
"875",0,7.028096E-06,-7.028096E-06
"876",0,3.369138E-11,-3.369138E-11
"877",0,6.383072E-17,-6.383072E-17
"878",0,-7.873482E-19,7.873482E-19
"879",0,-7.798679E-19,7.798679E-19
"880",0,-7.724585E-19,7.724585E-19
"881",0,-7.651196E-19,7.651196E-19
"882",0,-7.578504E-19,7.578504E-19
"883",0,-7.506503E-19,7.506503E-19
"884",0,-7.435186E-19,7.435186E-19
"885",0,-7.364546E-19,7.364546E-19
"886",0,-7.294577E-19,7.294577E-19
"887",0,-7.225273E-19,7.225273E-19
"888",0,-7.156628E-19,7.156628E-19
"889",0,-7.088635E-19,7.088635E-19
"890",0,-7.021288E-19,7.021288E-19
"891",0,-6.95458E-19,6.95458E-19
"892",0,-6.888507E-19,6.888507E-19
"893",0,-6.823061E-19,6.823061E-19
"894",0,-6.758237E-19,6.758237E-19
"895",0,-6.694028E-19,6.694028E-19
"896",0,-6.63043E-19,6.63043E-19
"897",0,-6.567436E-19,6.567436E-19
"898",0,-5.152388E-14,5.152388E-14
"899",0,-4.077205E-14,4.077205E-14
"900",0,8.042712E-06,-8.042712E-06
"901",0,2.017559E-05,-2.017559E-05
"902",0,3.228467E-05,-3.228467E-05
"903",0,4.379251E-05,-4.379251E-05
"904",0,5.419401E-05,-5.419401E-05
"905",0,6.317542E-05,-6.317542E-05
"906",0,6.972388E-05,-6.972388E-05
"907",0,7.325046E-05,-7.325046E-05
"908",0,7.564139E-05,-7.564139E-05
"909",0,7.699844E-05,-7.699844E-05
"910",0,7.746821E-05,-7.746821E-05
"911",0,7.350575E-05,-7.350575E-05
"912",0,7.005876E-05,-7.005876E-05
"913",0,6.717221E-05,-6.717221E-05
"914",0,6.48631E-05,-6.48631E-05
"915",0,6.206294E-05,-6.206294E-05
"916",0,5.958701E-05,-5.958701E-05
"917",0,5.798548E-05,-5.798548E-05
"918",0,5.719817E-05,-5.719817E-05
"919",0,5.560154E-05,-5.560154E-05
"920",0,5.158822E-05,-5.158822E-05
"921",0,4.810319E-05,-4.810319E-05
"922",0,4.469568E-05,-4.469568E-05
"923",0,4.089619E-05,-4.089619E-05
"924",0,3.797722E-05,-3.797722E-05
"925",0,3.425532E-05,-3.425532E-05
"926",0,2.95632E-05,-2.95632E-05
"927",0,2.376231E-05,-2.376231E-05
"928",0,1.556376E-05,-1.556376E-05
"929",0,5.08025E-06,-5.08025E-06
"930",0,3.147975E-13,-3.147975E-13
"931",0,5.235711E-16,-5.235711E-16
"932",0,2.745411E-16,-2.745411E-16
"933",0,2.719328E-16,-2.719328E-16
"934",0,2.693492E-16,-2.693492E-16
"935",0,2.667902E-16,-2.667902E-16
"936",0,2.642555E-16,-2.642555E-16
