2000,4.4893456223876225,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004589672425082241,0.00041521814751948157,30.547278923879475,1660,0.847640006701778,0.9900480208046569,0.9295576768630854,0.000026957332296433235,0.4,4,0.996178875919396,17.1272456825749,0.333333333333333,11075.064063338501,448.3623180344222,1.8052646409528788,285.19390803079125,15.3928197446985,160.360145916857,2.710689034882013,8.870511768444791,1489.4514464827546,220635.56703204583,12652.667679927192,0.000186094951199,0.998560093191174,-8608.35278078739

