   0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 0.000000e+00 ,
 1.467528e+07 ,
 1.467532e+07 ,
 1.467536e+07 ,
 1.467539e+07 ,
 1.467545e+07 ,
 1.467552e+07 ,
 1.467561e+07 ,
 1.467574e+07 ,
 1.467591e+07 ,
 1.467613e+07 ,
 1.467642e+07 ,
 1.467677e+07 ,
 1.467717e+07 ,
 1.467760e+07 ,
 1.467806e+07 ,
 1.467855e+07 ,
 1.467905e+07 ,
 1.467952e+07 ,
 1.467996e+07 ,
 1.468037e+07 ,
 1.468076e+07 ,
 1.468111e+07 ,
 1.468143e+07 ,
 1.468170e+07 ,
 1.468195e+07 ,
 1.468216e+07 ,
 1.468232e+07 ,
 1.468244e+07 ,
 1.468252e+07 ,
 1.468258e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468262e+07 ,
 1.468263e+07 ,
 1.468267e+07 ,
 1.468271e+07 ,
 1.468278e+07 ,
 1.468287e+07 ,
 1.468298e+07 ,
 1.468312e+07 ,
 1.468329e+07 ,
 1.468348e+07 ,
 1.468369e+07 ,
 1.468391e+07 ,
 1.468414e+07 ,
 1.468438e+07 ,
 1.468462e+07 ,
 1.468486e+07 ,
 1.468511e+07 ,
 1.468536e+07 ,
 1.468561e+07 ,
 1.468586e+07 ,
 1.468611e+07 ,
 1.468637e+07 ,
 1.468658e+07 ,
 1.468674e+07 ,
 1.468687e+07 ,
 1.468696e+07 ,
 1.468704e+07 ,
 1.468710e+07 ,
 1.468715e+07 ,
 1.468719e+07 ,
 1.468721e+07 ,
 1.468723e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468724e+07 ,
 1.468725e+07 ,
 1.468727e+07 ,
 1.468729e+07 ,
 1.468734e+07 ,
 1.468740e+07 ,
 1.468747e+07 ,
 1.468757e+07 ,
 1.468767e+07 ,
 1.468777e+07 ,
 1.468786e+07 ,
 1.468795e+07 ,
 1.468804e+07 ,
 1.468813e+07 ,
 1.468822e+07 ,
 1.468831e+07 ,
 1.468839e+07 ,
 1.468847e+07 ,
 1.468855e+07 ,
 1.468863e+07 ,
 1.468871e+07 ,
 1.468877e+07 ,
 1.468883e+07 ,
 1.468888e+07 ,
 1.468892e+07 ,
 1.468896e+07 ,
 1.468899e+07 ,
 1.468902e+07 ,
 1.468904e+07 ,
 1.468906e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468907e+07 ,
 1.468908e+07 ,
 1.468908e+07 ,
 1.468909e+07 ,
 1.468910e+07 ,
 1.468911e+07 ,
 1.468913e+07 ,
 1.468915e+07 ,
 1.468918e+07 ,
 1.468922e+07 ,
 1.468925e+07 ,
 1.468930e+07 ,
 1.468934e+07 ,
 1.468939e+07 ,
 1.468945e+07 ,
 1.468950e+07 ,
 1.468956e+07 ,
 1.468962e+07 ,
 1.468968e+07 ,
 1.468973e+07 ,
 1.468978e+07 ,
 1.468983e+07 ,
 1.468987e+07 ,
 1.468991e+07 ,
 1.468994e+07 ,
 1.468997e+07 ,
 1.468999e+07 ,
 1.469001e+07 ,
 1.469003e+07 ,
 1.469004e+07 ,
 1.469004e+07 ,
 1.469005e+07 ,
 1.469005e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469006e+07 ,
 1.469007e+07 ,
 1.469007e+07 ,
 1.469008e+07 ,
 1.469009e+07 ,
 1.469011e+07 ,
 1.469012e+07 ,
 1.469014e+07 ,
 1.469016e+07 ,
 1.469018e+07 ,
 1.469020e+07 ,
 1.469023e+07 ,
 1.469025e+07 ,
 1.469028e+07 ,
 1.469032e+07 ,
 1.469035e+07 ,
 1.469038e+07 ,
 1.469040e+07 ,
 1.469042e+07 ,
 1.469044e+07 ,
 1.469046e+07 ,
 1.469047e+07 ,
 1.469048e+07 ,
 1.469049e+07 ,
 1.469050e+07 ,
 1.469051e+07 ,
 1.469051e+07 ,
 1.469052e+07 ,
 1.469052e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469053e+07 ,
 1.469054e+07 ,
 1.469054e+07 ,
 1.469055e+07 ,
 1.469056e+07 ,
 1.469057e+07 ,
 1.469059e+07 ,
 1.469060e+07 ,
 1.469062e+07 ,
 1.469063e+07 ,
 1.469064e+07 ,
 1.469065e+07 ,
 1.469067e+07 ,
 1.469068e+07 ,
 1.469069e+07 ,
 1.469070e+07 ,
 1.469071e+07 ,
 1.469072e+07 ,
 1.469073e+07 ,
 1.469073e+07 ,
 1.469074e+07 ,
 1.469074e+07 ,
 1.469075e+07 ,
 1.469075e+07 ,
 1.469075e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469076e+07 ,
 1.469077e+07 ,
 1.469077e+07 ,
 1.469078e+07 ,
 1.469079e+07 ,
 1.469079e+07 ,
 1.469080e+07 ,
 1.469081e+07 ,
 1.469082e+07 ,
 1.469083e+07 ,
 1.469083e+07 ,
 1.469084e+07 ,
 1.469085e+07 ,
 1.469086e+07 ,
 1.469086e+07 ,
 1.469087e+07 ,
 1.469087e+07 ,
 1.469088e+07 ,
 1.469088e+07 ,
 1.469089e+07 ,
 1.469089e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469090e+07 ,
 1.469091e+07 ,
 1.469091e+07 ,
 1.469091e+07 ,
 1.469091e+07 ,
 1.469092e+07 ,
 1.469092e+07 ,
 1.469092e+07 ,
 1.469093e+07 ,
 1.469093e+07 ,
 1.469094e+07 ,
 1.469094e+07 ,
 1.469095e+07 ,
 1.469095e+07 ,
 1.469095e+07 ,
 1.469096e+07 ,
 1.469096e+07 ,
 1.469097e+07 ,
 1.469097e+07 ,
 1.469097e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469098e+07 ,
 1.469099e+07 ,
 1.469099e+07 ,
 1.469099e+07 ,
 1.469099e+07 ,
 1.469099e+07 ,
 1.469099e+07 ,
 1.469100e+07 ,
 1.469100e+07 ,
 1.469100e+07 ,
 1.469100e+07 ,
 1.469101e+07 ,
 1.469101e+07 ,
 1.469101e+07 ,
 1.469102e+07 ,
 1.469102e+07 ,
 1.469102e+07 ,
 1.469102e+07 ,
 1.469103e+07 ,
 1.469103e+07 ,
 1.469103e+07 ,
 1.469103e+07 ,
 1.469103e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469104e+07 ,
 1.469105e+07 ,
 1.469105e+07 ,
 1.469105e+07 ,
 1.469105e+07 ,
 1.469105e+07 ,
 1.469105e+07 ,
 1.469106e+07 ,
 1.469106e+07 ,
 1.469106e+07 ,
 1.469106e+07 ,
 1.469107e+07 ,
 1.469107e+07 ,
 1.469107e+07 ,
 1.469107e+07 ,
 1.469107e+07 ,
 1.469108e+07 ,
 1.469108e+07 ,
 1.469108e+07 ,
 1.469108e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469109e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469110e+07 ,
 1.469111e+07 ,
 1.469111e+07 ,
 1.469111e+07 ,
 1.469111e+07 ,
 1.469111e+07 ,
 1.469112e+07 ,
 1.469112e+07 ,
 1.469112e+07 ,
 1.469112e+07 ,
 1.469113e+07 ,
 1.469113e+07 ,
 1.469113e+07 ,
 1.469114e+07 ,
 1.469114e+07 ,
 1.469114e+07 ,
 1.469114e+07 ,
 1.469114e+07 ,
 1.469115e+07 ,
 1.469115e+07 ,
 1.469115e+07 ,
 1.469115e+07 ,
 1.469115e+07 ,
