"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLikJS","LogLikR","difference"
2000,5.92584493892883,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005081432796135,0.000537138803765,51.9035752825349,1660,0.97355239048777,0.639769266320918,0.733630539757387,1.10394838371095E-05,0.4,4,1.08633568995194,17.0404046576488,0.333333333333333,134982.350964586,82.2426449727087,0.209640848155758,644.963899250171,4.38200496241135,139.36537482581,6.30323402544586,9.14367925847369,161.455672282275,896.91084889681,11028.226626366,9.0260589117049E-05,0.999396713606774,-8582.814846,-8582.73548614481,-0.079359855189978
2000,6.47531078900487,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005364473326211,0.000566040103674,46.4590341808924,1660,0.965442653675885,0.579376933060368,0.778131030543615,1.13105041206706E-05,0.4,4,0.876201169600866,17.0131516321765,0.333333333333333,173045.405339021,57.3536826853185,0.404896612091475,489.787013941835,412.158489259431,108.61554440101,3.05974536521696,5.53463215656071,605.923888766435,155534.024704965,15573.8906151205,8.20136531767521E-05,0.998872406805707,-8588.475808,-8588.394581443,-0.081226556998445
2000,6.05702498591647,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005195002404497,0.000537520684025,41.3152627359607,1660,0.92622747889917,0.624253733339884,0.738386545082606,1.28994196068975E-05,0.4,4,1.32881218963522,16.8508618078498,0.333333333333333,254901.444132137,52.4059196971109,0.394257435184283,443.282230046513,19.668903791788,179.576014434806,6.05514192396467,1.18584503562314,344.916652203114,274325.298372232,9818.06757743441,8.42183100815864E-05,0.998570022569055,-8580.643123,-8580.62810002217,-0.015022977830086
2000,6.83500381077856,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005804031580363,0.000517911789997,28.765569531035,1660,0.993150891865814,0.598886882057622,0.716078285092436,1.73686443243164E-05,0.4,4,0.831922186191712,17.0193441828165,0.333333333333333,262708.872557234,9.73630501129103,0.480093563592498,510.663685592028,22.6618453203031,23.4345583984378,18.7734986684306,0.281107964498889,1104.04140274912,66664.9632070639,2024.16485976933,7.84278889052247E-05,0.999479141844763,-8583.10472,-8583.05718957741,-0.047530422589262
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,4.67534758577283,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007899586386191,0.000489951528424,18.5767766443758,1660,0.699456063533598,0.970591666817146,0.45684013207916,4.23922579836265E-05,0.4,4,0.294995750138245,17.0912824923107,0.333333333333333,1066.59943948269,1478.74461930727,13.1066607550498,311.62167753076,1.90699632476089,606.457687980043,10.1609633147953,8.07751639813947,2226.82817975563,57.3345401668374,436.369195754291,0.999748978296914,0.000247342007109,-8580.470961,-8580.46618743322,-0.004773566781296
2000,8.07253843325691,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.010688056471381,0.000468802219764,17.4132173152594,1660,0.950228153064983,0.967226845391953,0.286532048696391,4.27099537576677E-05,0.4,4,0.321925486181317,17.0069674085399,0.333333333333333,0.425636484449806,688.691379719103,17.1719263284216,517.719950415945,0.097537885937759,218.23132148428,3.51517989472443,125.530506150107,686.288140761337,34900.8345827768,26.2876098633868,0.999999999997048,2.73868303534601E-12,-8581.130025,-8581.10336758916,-0.026657410840926
2000,7.92011006250781,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.010914669675375,0.000501119780078,15.144542032174,1660,0.748275908312554,0.911797218173721,0.418962394773624,4.55655410721392E-05,0.4,4,0.318757542350315,17.2226017308978,0.333333333333333,335.047117388871,42.7740046375434,9.78985744866968,411.616696072688,630.535102219873,130.320620072755,1.02354319728894,19.9766659142438,479.986798398334,64498.1835081246,8.44010796916251,0.999922320113476,7.55481859386773E-05,-8588.390781,-8588.34065728381,-0.050123716189773
2000,8.27781876113645,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.011511537057579,0.000508207969336,15.1192393336791,1660,0.77680046260859,0.874680829296999,0.370131474685326,4.88655885808507E-05,0.4,4,0.273826615323169,16.9714940020212,0.333333333333333,47.1347977400542,4217.12761191522,18.0152857715959,355.687094001911,11.305285313204,156.110547976514,1.62138276224009,19.7464415350232,1156.08302475758,61079.0755955125,3.05511938406097,0.999941098347038,5.52E-05,-8583.937399,-8583.88481204897,-0.052586951031117
2000,7.6537732887657,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.010950158198736,0.000491683949957,14.6507727692147,1660,0.708935575007474,0.987734699595258,0.414150585341161,5.51012076303496E-05,0.4,4,0.363777914252711,17.1614469930447,0.333333333333333,96.1499812135614,427.226245200611,1.10214044337771,459.231357180711,7.24994960654357,136.252215792882,4.04702821343545,56.011630376312,7.16354622521768,133803.531057951,27.6399555680996,0.999599450950566,0.000396089843197,-8584.940704,-8584.89092140143,-0.049782598571255
2000,9.48894638151751,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005200529917022,0.000718992157736,9.79010464347621,1660,0.97955333491368,0.389335251126596,0.955951644181214,4.62635660181863E-05,0.4,4,1.05215385404138,17.0133808405725,0.333333333333333,90103.0699771336,1143.89527029644,0.016556277204846,79.8018320926534,37.3934314941037,108.42514335344,29.8401206082031,2.58483837760622,111.028874659268,23820.3242778367,103846.450688791,1.04146683602642E-05,0.999757497174982,-8586.097386,-8586.02667777327,-0.070708226729039
2000,7.8786900442266,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007765251465156,0.000515370552298,12.200581771203,1660,0.723415475973115,0.99992008429483,0.392184458350477,7.22414773678902E-05,0.4,4,0.307713901582057,14.6088113946855,0.333333333333333,398.069348908719,44.963436114689,0.445783046645646,353.549797608185,2.10572968186248,124.972802745392,0.058264262710108,128.995615682118,315.264972595398,2627.20877162189,0.403099670226089,0.999954679745628,4.14883514801692E-05,-8592.469355,-8592.47762795743,0.008272957431473
2000,7.91969257463418,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.005136871328458,0.000787911381769,9.5056333703529,1660,0.777458879068046,0.452886165016379,0.894306128904359,6.148788696456E-05,0.4,4,1.36830019594911,16.9100177071038,0.333333333333333,82549.2642016397,307.831553275835,0.051879424715487,73.9148769602016,1.91040590964496,106.452262584397,51.7683124937754,0.152823337139572,25.1766243848694,1376.83656952463,252462.307183634,1.18673042410361E-05,0.999861033889771,-8581.655613,-8581.60745112454,-0.04816187546021
2000,9.20618742068751,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00507343041012,0.000744035604526,9.00278116650028,1660,0.905781576879808,0.441657862771129,0.880975841944562,5.96201228398996E-05,0.4,4,1.06231401617295,16.8150691563243,0.333333333333333,47323.0317996322,21.7405090568647,0.033270926370056,54.0798743109523,47.7293441147901,108.971506888733,13.7800128714882,7.83306594713722,105.98291700837,12586.5475409772,1885311.85037025,4.58599397285959E-05,0.999564302090339,-8585.543747,-8585.4465649063,-0.097182093699303
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,8.886217595116,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.0083120707626,0.000912102591168,45.9832583879656,1660,0.701391171096774,0.327382450343291,0.835336109377141,1.0132104856933E-05,0.4,4,0.871065996598854,16.950955648287,0.333333333333333,55034.9906983041,13.0918131252398,1.33357336339235,339.335550545058,296.379583778422,505.981742977698,2.52353902542534,2.7415450669343,1435.86517680349,96134.6757153743,838.135163631253,4.26908720651782E-08,0.999999627777527,-8588.320574,-8588.2641940518,-0.05637994819881
2000,8.04310484080132,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003952909596142,0.001035520178617,35.5766481402757,1660,0.909174508165498,0.56900262095853,0.568599636441263,2.57478725688454E-05,0.4,4,0.981597912828402,16.8536263096122,0.333333333333333,10458.0729722785,1024.15477020755,1.73148851706125,276.682297449603,1.2550775571585,174.483403619376,89.8566209441801,4.126011900346,201.944204684819,14787.3392837511,2270.13701267029,5.66853150197818E-06,0.999626619480852,-8583.359941,-8583.266065107,-0.093875893000586
2000,8.88863297910694,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004299164859539,0.001092289822934,38.4454420612082,1660,0.846811854024744,0.618172234460175,0.512824157642811,2.77819468844121E-05,0.4,4,1.33768651133254,16.8674553292854,0.333333333333333,19470.6427099627,964.572040504151,0.47201763322253,329.493301656069,2.03590031144791,73.4670569737829,7.51618699558727,16.7216843461614,417.981017056601,64534.8209767243,1451.27344251549,0.000253764764566,0.998136692030897,-8582.953349,-8582.85323857342,-0.100110426579704
2000,8.21456274623375,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003761026529247,0.001052212383433,39.6210403269905,1660,0.881936027431186,0.688308630070839,0.555962105803203,2.90218473868523E-05,0.4,4,0.85333473640294,16.885350572068,0.333333333333333,20396.0556448928,727.098605854161,1.71050764870204,300.757633366218,12.7307430906815,223.562954493133,4.18765116409799,0.655292704424305,567.023125364478,825.633138835272,9283.91960435447,0.000183786288446,0.997511720710804,-8587.115533,-8587.0078016301,-0.107731369900648
2000,8.83728254664863,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003818039305785,0.001102594548144,56.3487320673977,1660,0.895038599921626,0.674342854374318,0.486818184703957,2.09391247779061E-05,0.4,4,1.82979100307238,16.7625323745272,0.333333333333333,137898.59019856,763.564875412603,5.11105248193922,262.585719632233,9.58729799702365,50.828803318063,16.7745544504325,3.20232633421136,221.021710414659,145169.343934054,2328.33844685811,0.000283782519093,0.996597765965243,-8583.449568,-8583.47253568689,0.022967686889388
2000,8.98477532339027,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003799724455374,0.001165097134967,33.711255219538,1660,0.908817159430736,0.651325312819914,0.500294930932163,3.55143892361237E-05,0.4,4,0.972476010208987,16.9860319458795,0.333333333333333,18727.9275506215,1216.50291279797,4.69728188650064,245.077956989347,8.08223590886048,140.791316233706,5.03561605079404,16.5575315935511,579.183362548729,117649.647105036,8789.01025145491,9.54802162341263E-05,0.999155599098904,-8586.2904,-8586.18204144967,-0.108358550329285
2000,9.67377502422066,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.003872493544707,0.001387171121448,63.7882462517383,1660,0.929616735119532,0.64503175064747,0.393932401604154,2.17663763595489E-05,0.4,4,0.883822182625547,16.7889652686058,0.333333333333333,96396.863167668,2318.92781712454,0.902819777066834,331.153371385854,7.34100394601431,71.9927046892773,3.82162167226304,0.971634328243329,148.136917625861,100158.216243302,2673.80151396022,0.00035496700833,0.996767453552538,-8586.47918,-8586.4620614893,-0.017118510701039
2000,9.28629945702377,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008447883672756,0.000835506583549,42.7851165090207,1660,0.629258070183872,0.669255114762357,0.525909843459511,2.29743279083918E-05,0.4,4,0.959941077328232,16.9590030253783,0.333333333333333,71278.8952881729,160.67071836472,2.12888909556796,199.63409363192,23.1644231776468,409.189030823502,0.132411648324735,6.37763646701673,26297.0548026907,149286.433828338,433.597275944268,1.69764392773579E-07,0.999993127923168,-8589.39008,-8589.3540237974,-0.036056202599866
2000,9.76391543591991,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008185446774077,0.000851516693438,37.2003313009277,1660,0.642641869532851,0.627999540033673,0.539960517780371,2.16316331323778E-05,0.4,4,0.956077475522221,16.7243186913846,0.333333333333333,38944.8341697024,612.304558547509,3.30750021562299,164.132328121431,60.5206458716635,431.538562984135,0.239099489507527,12.3996810589725,20345.3558543301,91674.7442003173,208.010415394979,1.26536103946018E-07,0.999994878525326,-8588.380156,-8588.304814336,-0.075341664000007
2000,9.4657480980423,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.010112233331531,0.000857501457422,41.3385511525642,1660,0.634602177171835,0.667338277578154,0.386011989964202,2.1666182380399E-05,0.4,4,1.34102486009641,17.0110156698384,0.333333333333333,18435.567301551,1074.63457088547,5.5060563218001,118.209680617641,13.3983687268323,492.160911334013,0.17026656877183,3.80262535819952,31926.5777261525,171547.558810685,587.495944157528,2.25785743856924E-07,0.999993378764163,-8582.357667,-8582.33837430291,-0.01929269709035
2000,11.0847893492573,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008794696707503,0.000902236544508,37.6951117573184,1660,0.663097236430786,0.504765082197777,0.548412203942334,1.86043407988697E-05,0.4,4,1.96150939396123,16.7393440670846,0.333333333333333,33680.1112760135,436.928641450932,7.62157733273007,121.261657977777,20.2734104864601,393.274619104888,0.131232780692723,5.98597829815407,24267.0881599031,123489.285431833,486.725453960865,1.70279891689593E-07,0.999994280349836,-8584.31394,-8584.28690524512,-0.027034754879424
2000,10.3519105146277,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008308042811185,0.001191813541403,46.511160698732,1660,0.623544233920359,0.685611094592356,0.339728188668795,2.61973952418015E-05,0.4,4,0.925985616365467,17.0394228699278,0.333333333333333,32278.9599117215,37.7025565318575,0.311003880705525,84.2175083521825,0.912756358088063,583.895217261031,0.000119067822022,17.4960221982213,659.723965665092,14628.6528155752,1357.89464495802,1.96741118799507E-07,0.999996244396512,-8585.530773,-8585.39041792786,-0.140355072140665
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,9.80821440222534,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007889975258656,0.000943910462976,19.4859366606515,1660,0.617835359393026,0.62502610914432,0.486883478746793,4.6799981294596E-05,0.4,4,1.70958974668666,16.9042467455936,0.333333333333333,2947.58252209208,104.943921273133,3.10584127500414,100.802378251925,5.75259977070995,318.528743975008,0.361069105875017,8.74628767582462,22108.9216095122,180865.87263839,1367.4642688029,1.49251325572546E-06,0.99998740720624,-8581.926981,-8581.91787300586,-0.009107994141232
2000,9.92415363913906,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00836679380236,0.000871591431904,46.8064566263848,1660,0.700272238314879,0.615554151338975,0.448950691291006,1.76164848028455E-05,0.4,4,1.84135083904733,17.0436976321482,0.333333333333333,96938.7340671054,319.913354415537,2.6259153346356,76.3377622903501,27.2643871348899,418.96551688109,0.096186381106274,0.368416587238865,44893.9143441281,24567.6845651766,1192.87053543229,3.16126986816878E-07,0.999993002457912,-8583.019639,-8583.0000037622,-0.019635237800685
2000,9.85505039457081,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008193696879596,0.001012169573581,50.7943620302231,1660,0.669076256080165,0.631979850102688,0.393705671497896,1.97877191336646E-05,0.4,4,1.5860176796892,17.0562861045051,0.333333333333333,43419.2823587476,377.871338638499,3.56675372002486,168.831393294034,21.1491081474618,383.934991444677,0.236107924502772,6.3892774768554,16319.0860196784,34610.6757388117,852.666874531445,2.91704065176849E-07,0.999995639331288,-8583.017252,-8582.96601074902,-0.051241250979729
2000,10.2497295307498,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008507071031725,0.001059862902889,41.0409892066111,1660,0.653048598285609,0.562930278601236,0.435348663091095,2.1539877301277E-05,0.4,4,1.15699014205281,17.0809365820318,0.333333333333333,17225.8249078744,280.295202705898,2.94157447925069,142.17646173206,20.1650250160115,415.821880802651,0.261749462971158,7.13288971034146,1384837.31314575,120073.811493581,182.610852071786,8.92301734129544E-08,0.999992151567448,-8585.515156,-8585.48995657639,-0.025199423609593
2000,10.5572998414939,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008198865102903,0.001089017922337,31.7465737519717,1660,0.702152090363249,0.434211203074861,0.520794333490245,2.2220213546318E-05,0.4,4,0.983661108625452,17.1189094197913,0.333333333333333,104862.176905827,207.96234955787,1.95313785824805,89.1925787549879,23.040426424891,379.359004224194,0.904576954665299,49.5388040743602,27694.8698442302,164601.488295922,450.640871264708,7.4582675668654E-08,0.99999589113131,-8586.343751,-8586.26549163386,-0.078259366140628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,12.9688249253911,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008768375552338,0.001068926853652,27.4553883677152,1660,0.705070208220026,0.593117213136889,0.402001430475302,3.77891017991994E-05,0.4,4,0.638369719904198,16.7969684855917,0.333333333333333,55893.6781272835,540.805045423567,8.07214215991678,94.9065190822646,33.6947808437729,378.951860465414,3.39172037761902,10.1614382599201,384.271155070742,59234.9617854814,881.620501637138,1.98994844731553E-08,0.999998115416052,-8589.934331,-8589.83640545194,-0.09792554805972
2000,9.22197821042058,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008950602928225,0.001000425894275,26.1815405646299,1660,0.550520728591324,0.614146681178391,0.488263799355247,3.68196622036872E-05,0.4,4,0.892333479800333,17.036842716408,0.333333333333333,14702.1939942531,1909.13888996014,4.09023162258327,83.8863068855137,30.3803902662874,360.388867239899,4.51642155998385,8.51320983629165,423.874542430627,186220.443962552,533.595870469079,1.51999983156077E-08,0.999997986580253,-8584.866847,-8584.81534414729,-0.051502852709746
2000,13.3032570124928,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008784323810694,0.001167929343682,27.9391323408728,1660,0.677033026404494,0.602641557243243,0.401925603015033,4.13901046948143E-05,0.4,4,0.599121311749063,17.0225980771823,0.333333333333333,42674.5738736173,182.228252766858,4.92947847214469,152.312006639088,42.8664719206547,299.614986945952,25.1971181502421,1.5874705551164,277.072252241688,164043.927809087,840.806489931936,1.2534423642401E-08,0.999997863259767,-8594.454085,-8594.4134596675,-0.040625332499985
2000,10.9746400777761,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007756829059789,0.000870534052342,17.3018394004952,1660,0.961398677440161,0.25619934724514,0.801716146039139,1.89487402381452E-05,0.4,4,0.687835277803517,17.0426179171988,0.333333333333333,81193.884766343,1128.01445259422,0.018748714369591,173.638009740173,20.3657605612797,507.371324595955,0.215476857687078,3.77906454287721,266.70988910486,88774.1404861237,17809.8272331334,2.17705741646229E-09,0.999980109120454,-8584.624999,-8584.61069711895,-0.014301881050415
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,12.1366063697427,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008260716140646,0.000831087005587,22.7845450198946,1660,0.988925531229994,0.261223331948022,0.843873097649527,1.37838101366443E-05,0.4,4,0.666200405535506,17.0249806934452,0.333333333333333,30769.3216942219,2302.77026618733,3.22090876942911,231.013588064975,23.3141556485772,376.671911939001,4.94383646490008,3.80518557382442,733.892322007016,55838.2642645625,7560.77970194216,9.52334040220847E-09,0.999913378483053,-8590.338081,-8590.27401788282,-0.064063117179103
2000,12.8932424615228,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008535548670035,0.000865320766656,16.0421417705365,1660,0.944485740984367,0.244506660835495,0.881419720636578,2.01866583556175E-05,0.4,4,0.637134602621313,16.9872125813705,0.333333333333333,58365.8821652706,681.601482210824,2.65983298347097,219.74903461983,60.5923919679521,420.470160449354,4.15646666933094,3.45819344273025,306.985726821365,123723.932060608,17300.0186181233,2.09468180876087E-09,0.999882407152292,-8589.010283,-8588.92261183038,-0.08767116962008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,11.6858259853412,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007971963777225,0.000868287778829,21.8832681417067,1660,0.982396493155854,0.276867167734582,0.723369646961637,1.75104857798082E-05,0.4,4,0.641536138404965,16.9137273916566,0.333333333333333,141754.970037644,688.479639187635,12.5275667334665,171.853986930774,15.8433585188686,474.444509917353,2.64011299916916,3.93969908317558,551.015952842241,46089.7794780838,33018.2996254929,2.73952013198452E-09,0.999893991730404,-8585.481566,-8585.45216487549,-0.029401124509605
2000,13.6841450858053,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008680477253258,0.000902841955939,11.2041412136558,1660,0.933996624801376,0.233236079231058,0.830760601989161,2.8749011566735E-05,0.4,4,0.766316527800382,16.9076322096607,0.333333333333333,45970.3217027796,453.001962967172,3.6018716656992,137.916355076409,36.925319828668,438.867642841777,4.12329310330954,2.94680407054059,411.03291791358,130675.672636399,28091.8452232245,2.66136760756559E-09,0.999876710495078,-8584.766511,-8584.68467614547,-0.081834854529006
2000,11.749049715629,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008391950743483,0.001348076143278,55.683499088176,1660,0.797949396246444,0.21932259538602,0.693062737717779,7.92283276225517E-06,0.4,4,1.15794094772548,16.8658692228016,0.333333333333333,135398.276331908,93.0049840949708,16.134296896735,426.418065668331,19.4838278914346,120.437526524326,0.034663698666913,24.4345398124019,27.9853511809905,2.14255943416792,48898.1501047515,0.000126778613618,0.998649017028802,-8587.431322,-8587.44876165813,0.017439658129661
2000,13.4816939175455,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.009239527761981,0.00080258702883,20.7211757911039,1660,0.952011309903979,0.270774271381319,0.803773400545775,1.66795455417052E-05,0.4,4,0.82713863714702,16.9213460458482,0.333333333333333,71272.892736022,344.35141012745,4.28406519507066,174.015174388581,204.731239647256,423.243254605461,5.61862039087427,2.74236873613553,350.049222511656,115986.749951631,26920.637945453,2.8016812949868E-09,0.999900726478078,-8589.246534,-8589.17584287539,-0.070691124610676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NA",-21073.2587710815,"#VALUE!"
2000,1.50421134449062,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.024756633254426,0.001242443589804,28.3817096843229,1660,0.068781588894549,0.929609104978255,0.914804960357807,6.09451289725598E-05,0.4,4,0.288400630664717,16.8822072272405,0.333333333333333,192562.612736633,3315.81230988968,1.31411346043967,44.0719378251553,0.521221857742624,77.5230865312728,295.110434958731,9.2590468224084,167.79088789225,393.760310943346,45.641506754671,0.770356584335892,0.22886239264019,-8590.882865,-8590.84660124708,-0.036263752919695
2000,1.7365460393077,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.023761663516054,0.001303514130309,42.666920960371,1660,0.072208552288641,0.977986393075001,0.870250041937526,4.98375352547601E-05,0.4,4,0.288400630664717,17.0295741863516,0.333333333333333,487.99373356474,5144.45237396407,0.168843279764402,121.361778061451,0.268102853177959,66.9544927882659,205.228673014849,5.68775762143967,0.020798705391746,0.117222988695855,461.456954990495,0.963949112797042,0.035631177029367,-8591.088935,-8591.08243764662,-0.006497353379018
2000,1.75022524294253,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.024380813918311,0.001304081097063,29.9377462521713,1660,0.073690329540531,0.948664442101799,0.848354684896679,6.14010247548509E-05,0.4,4,0.288400630664717,17.0800851231672,0.333333333333333,1404.33158048296,3946.77945212127,114.899999810865,148.750409097146,0.073072271552179,40.6271881671605,364.273622320402,3.10601479057697,8.68716171371459,5864.82490382319,226.983544744233,0.28095758025412,0.715849263283012,-8590.416793,-8590.38867710519,-0.028115894810981
2000,1.78603680694856,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.139225782895123,0.001140329105275,30.949660492214,1660,0.041011612425661,0.987215850690625,0.949207060913189,5.74247237422475E-05,0.4,4,0.662069658250555,13.3565218646085,0.333333333333333,48523.108480193,3070.69901448997,0.384908987528096,16.7674772440562,252.475696938081,46.8095375776248,230.166516769011,187.274567900823,1099.01112813126,1816.27492828479,34.1465879606524,0.703451901671156,0.291296857155982,-8601.139971,-8601.13148751382,-0.008483486180921
