"","time","temperature"
"1",0,-0.493548387
"2",1.82500000003984,-0.470516128919476
"3",3.64999999999668,-0.44748387084
"4",5.47500000003652,-0.424451612759476
"5",7.29999999999336,-0.40141935468
"6",9.1250000000332,-0.378387096599476
"7",10.94999999999,-0.35535483852
"8",12.7750000000299,-0.332322580439476
"9",14.5999999999867,-0.30929032236
"10",16.4250000000266,-0.286258064279476
"11",18.2499999999834,-0.2632258062
"12",20.0750000000232,-0.240193548119476
"13",21.8999999999801,-0.21716129004
"14",23.7250000000199,-0.194129031959476
"15",25.5499999999768,-0.17109677388
"16",27.3750000000166,-0.148064515799476
"17",29.1999999999734,-0.12503225772
"18",31.0250000000133,-0.167841013483809
"19",32.8499999999701,-0.342331796919365
"20",34.67500000001,-0.516822580362857
"21",36.4999999999668,-0.691313363798413
"22",38.3250000000066,-0.865804147241904
"23",40.1499999999635,-1.04029493067746
"24",41.9750000000033,-1.21478571412095
"25",43.7999999999602,-1.38927649755651
"26",45.625,-1.563767281
"27",47.4500000000398,-1.73825806444349
"28",49.2749999999967,-1.91274884787905
"29",51.1000000000365,-2.08723963132254
"30",52.9249999999934,-2.2617304147581
"31",54.7500000000332,-2.43622119820159
"32",56.57499999999,-2.61071198163714
"33",58.4000000000299,-2.78520276508063
"34",60.2249999999867,-2.95969354851619
"35",62.0500000000266,-2.63714285728
"36",63.8749999999834,-2.06607142871298
"37",65.7000000000232,-1.49500000012
"38",67.5249999999801,-0.923928571552985
"39",69.3500000000199,-0.35285714296
"40",71.1749999999768,0.218214285607016
"41",73.0000000000166,0.7892857142
"42",74.8249999999734,1.36035714276702
"43",76.6500000000133,1.93142857136
"44",78.4749999999701,2.50249999992701
"45",80.30000000001,3.07357142852
"46",82.1249999999668,3.64464285708702
"47",83.9500000000066,4.21571428568
"48",85.7749999999635,4.78678571424702
"49",87.6000000000033,5.35785714284
"50",89.4249999999602,5.92892857140702
"51",91.25,6.5
"52",93.0750000000398,6.6144000000226
"53",94.8999999999967,6.72880000004
"54",96.7250000000365,6.8432000000626
"55",98.5499999999934,6.95760000008
"56",100.375000000033,7.0720000001026
"57",102.19999999999,7.18640000012
"58",104.02500000003,7.3008000001426
"59",105.849999999987,7.41520000016
"60",107.675000000027,7.5296000001826
"61",109.499999999983,7.6440000002
"62",111.325000000023,7.7584000002226
"63",113.14999999998,7.87280000024
"64",114.97500000002,7.9872000002626
"65",116.799999999977,8.10160000028
"66",118.625000000017,8.2160000003026
"67",120.449999999973,8.33040000032
"68",122.275000000013,8.46537204326384
"69",124.09999999997,8.64148817203936
"70",125.92500000001,8.81760430082288
"71",127.749999999967,8.9937204295984
"72",129.575000000007,9.16983655838192
"73",131.399999999963,9.34595268715744
"74",133.225000000003,9.52206881594096
"75",135.04999999996,9.69818494471648
"76",136.875,9.8743010735
"77",138.70000000004,10.0504172022835
"78",140.524999999997,10.226533331059
"79",142.350000000037,10.4026494598426
"80",144.174999999993,10.5787655886181
"81",146.000000000033,10.7548817174016
"82",147.82499999999,10.9309978461771
"83",149.65000000003,11.1071139749606
"84",151.474999999987,11.2832301037362
"85",153.300000000027,11.5778580608
"86",155.124999999983,11.931741931992
"87",156.950000000023,12.2856258032
"88",158.77499999998,12.639509674392
"89",160.60000000002,12.9933935456
"90",162.424999999977,13.347277416792
"91",164.250000000017,13.701161288
"92",166.074999999973,14.055045159192
"93",167.900000000013,14.4089290304
"94",169.72499999997,14.762812901592
"95",171.55000000001,15.1166967728
"96",173.374999999967,15.470580643992
"97",175.200000000007,15.8244645152
"98",177.024999999963,16.178348386392
"99",178.850000000003,16.5322322576
"100",180.67499999996,16.886116128792
"101",182.5,17.24
"102",184.32500000004,17.458051613005
"103",186.149999999997,17.676103226
"104",187.975000000037,17.894154839005
"105",189.799999999993,18.112206452
"106",191.625000000033,18.330258065005
"107",193.44999999999,18.548309678
"108",195.27500000003,18.766361291005
"109",197.099999999987,18.984412904
"110",198.925000000027,19.202464517005
"111",200.749999999983,19.42051613
"112",202.575000000023,19.638567743005
"113",204.39999999998,19.856619356
"114",206.22500000002,20.074670969005
"115",208.049999999977,20.292722582
"116",209.875000000017,20.510774195005
"117",211.699999999973,20.728825808
"118",213.525000000013,20.8516129047985
"119",215.34999999997,20.7838709692002
"120",217.17500000001,20.7161290335989
"121",218.999999999967,20.6483870980006
"122",220.825000000007,20.5806451623993
"123",222.649999999963,20.512903226801
"124",224.475000000003,20.4451612911996
"125",226.29999999996,20.3774193556014
"126",228.125,20.30967742
"127",229.95000000004,20.2419354843986
"128",231.774999999997,20.1741935488004
"129",233.600000000037,20.106451613199
"130",235.424999999993,20.0387096776007
"131",237.250000000033,19.9709677419994
"132",239.07499999999,19.9032258064011
"133",240.90000000003,19.8354838707998
"134",242.724999999987,19.7677419352015
"135",244.550000000027,19.5998881716
"136",246.374999999983,19.381978494005
"137",248.200000000023,19.1640688164
