"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","gamma","alpha","f_l","f_n","f_a","tau","lambda_l","lambda_n","lambda_a","kappa","c","Tf","T_min_l","obsprob","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLik"
2000,4.05993957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.256420593261719,73.2906350708008,0.983163452148437,0.783871459960938,0.680270385742187,0.683840942382812,0.032139129638672,0.091212615966797,0.093224639892578,0.021474478149414,0.4,4,9.60675048828125,0.304983520507813,21.2249755859375,30.0628662109375,38.0828857421875,9.4696044921875,89.4378662109375,83.0413818359375,90.8905029296875,23.1292724609375,91.1712646484375,43.7469482421875,70.3094482421875,0.375991821289062,0.301803588867188,-21073.2587710815
2000,9.00993957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.011420593261719,23.2956350708008,0.533163452148438,0.333871459960937,0.230270385742188,0.233840942382812,0.125407127119096,0.043712615966797,0.045724639892578,0.071424478149414,0.4,4,6.60675048828125,0.454983520507812,71.2249755859375,80.0628662109375,88.0828857421875,59.4696044921875,39.4378662109375,33.0413818359375,40.8905029296875,73.1292724609375,41.1712646484375,93.7469482421875,20.3094482421875,0.125991821289062,0.051803588867188,-21073.2587710815
2000,1.58493957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.133920593261719,48.2931350708008,0.758163452148438,0.108871459960938,0.905270385742188,0.908840942382813,0.055889129638672,0.019962615966797,0.069474639892578,0.096399478149414,0.4,4,5.10675048828125,0.379983520507812,46.2249755859375,55.0628662109375,13.0828857421875,84.4696044921875,64.4378662109375,58.0413818359375,15.8905029296875,48.1292724609375,16.1712646484375,68.7469482421875,45.3094482421875,0.250991821289062,0.176803588867188,-21073.2587710815
2000,24.4837008025027,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.24471901651038,9.11469514943727,0.202273548337469,0.50588851979708,0.525613371801539,0.338357459556012,0.005230764428773,0.051768907105718,0.049390290592089,0.03650915638068,0.4,4,14.7709430958996,0.229381571415749,129.203956774765,6.83313056296894,84.6920660539508,53.2033970069644,20.5566758180087,11.947268970117,56.1389536713421,104.155896228347,69.4282175617201,21.7674440208267,88.3005911805067,0.001129216812308,0.423404266423862,-9087.34961988385
2000,0.39849773808969,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.367540369601339,88.3792600917987,0.176909194442256,0.202496138194394,0.086008689005961,0.134645498078999,0.041383502970474,0.029237467310768,0.056414143034884,0.059705738284518,0.4,4,10.3329006734705,0.436727992795185,8.98428287028695,98.0087901961169,51.0980646130406,48.3463702705075,2.05047023080192,71.7737405297276,28.4879365174006,10.8148411626143,3.87218386620911,6.56675752525764,55.9946506348957,0.192532150084698,0.12667210287952,-23265.2414031135
2000,5.29743957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.072670593261719,35.7943850708008,0.645663452148437,0.671371459960938,0.567770385742188,0.571340942382813,0.091514129638672,0.079337615966797,0.010099639892578,0.008986978149414,0.4,4,5.85675048828125,0.267483520507812,58.7249755859375,42.5628662109375,0.933731614958192,96.9696044921875,51.9378662109375,20.5413818359375,78.3905029296875,60.6292724609375,53.6712646484375,56.2469482421875,7.8094482421875,0.438491821289062,0.364303588867188,-21073.2587710815
2000,2.82243957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.195170593261719,17.0340387280128,0.420663452148437,0.896371459960937,0.342770385742188,0.346340942382813,0.067764129638672,0.055587615966797,0.081349639892578,0.033961978149414,0.4,4,7.35675048828125,0.342483520507812,33.7249755859375,17.5628662109375,75.5828857421875,71.9696044921875,26.9378662109375,95.5413818359375,53.3905029296875,35.6292724609375,78.6712646484375,81.2469482421875,32.8094482421875,0.063491821289063,0.489303588867188,-21073.2587710815
2000,34.8871255270107,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.54062893710985,1.16630603648172,0.720497134977604,0.548944636141661,0.862439740487789,0.804935305573106,0.012104268543785,0.012754848325979,0.086275597750833,0.185239159894769,0.4,4,9.45176521981388,0.316241685106536,92.677234307126,69.1720969004244,32.3872526503107,26.4427467042336,69.5929625926162,43.1966352631228,12.5229433759717,130.641858735082,39.8278870446862,34.6545292161327,58.4654241072491,0.192871892484424,0.334608442636362,-8901.08173275296
2000,2.20368957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.470795593261719,67.0412600708008,0.251913452148438,0.277621459960938,0.961520385742187,0.627590942382813,0.097451629638672,0.085275115966797,0.099162139892578,0.015230728149414,0.4,4,7.73175048828125,0.248733520507812,39.9749755859375,86.3128662109375,6.8328857421875,78.2196044921875,83.1878662109375,51.7913818359375,72.1405029296875,54.3792724609375,97.4212646484375,37.4969482421875,64.0594482421875,0.094741821289063,0.020553588867188,-21073.2587710815
2000,7.15368957519531,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.225795593261719,17.0462600708008,0.701913452148437,0.727621459960938,0.511520385742188,0.177590942382813,0.078336079963364,0.037775115966797,0.051662139892578,0.065180728149414,0.4,4,10.7317504882812,0.398733520507813,89.9749755859375,36.3128662109375,56.8328857421875,28.2196044921875,33.1878662109375,1.7913818359375,22.1405029296875,4.3792724609375,47.4212646484375,87.4969482421875,14.0594482421875,0.344741821289062,0.270553588867188,-21073.2587710815
