"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLikR","logLikJS"
2000,10.6495802658106,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.009051070505165,0.001262564541073,41.6575387226867,1660,0.74825132136978,0.247745745091987,0.645168180505198,1.14354314016606E-05,0.4,4,0.948871057354456,17.0461647421915,0.333333333333333,39087.3404980469,225.220304229036,33.2227885540078,242.631065804508,17.4890407148658,315.518501096367,76.2938006972767,4.20031930416342,16.0223343837297,72295.0432074207,9079.01071197427,0.003618804165841,0.994634152315742,-1296.49416211152,
2000,11.0804542387571,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.009272877206885,0.00126654707369,47.1758401362821,1660,0.685444542790983,0.284312146144215,0.648764734748586,1.12037186085151E-05,0.4,4,0.945630738950206,17.0586566223419,0.333333333333333,17954.1228844103,720.358887186834,38.7347948945872,238.40333326662,33.1883675621023,305.81101735476,82.1283934818601,4.48365236203899,17.4736502786139,110921.147738068,7250.53771898198,0.006829774957299,0.9902880690151,-1296.49416211152,-8589.395533
2000,11.4049610270158,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.008099941255495,0.000810779159982,26.2984534909584,1660,0.974251431631838,0.27226576030757,0.852696054564778,1.3195973726949E-05,0.4,4,0.666200405535506,17.0249806934452,0.333333333333333,55947.7951635592,1966.87436957737,2.47872642570324,164.760127942607,18.7790369727398,501.491420246016,4.75846220509716,1.5847807599693,742.946841577476,249804.953972527,25988.0734851372,4.77797328449651E-09,0.999913198695606,-8590.14271733847,-8573.125238
