"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0","LogLikjs_subplex","LogLikR","loglikPureJS"
2000,48.4926111374042,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002167192680513,0.022049127389676,0.160535844324752,30.768642578125,0.706620121669422,0.545822081508311,0.228857280450703,0.402740331017712,0.4,4,0.434463416829462,7.09847196360476,0.495693359375,180.825513548129,10.0187798855018,77.3387234611988,204.155489965899,1.69436994716408,79.0917435328827,0.680979316502106,54.7600598841713,89.4150195740624,4.64563185405516,36.8120196747198,0.22844984120697,0.515232020263151,-8832.095402,-8849.11183834631,-8848.66987714775
2000,80.5380146140016,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.010724282027825,0.032247467636099,0.219027404491806,80.763642578125,0.260853280004622,0.208882199654298,0.460890731390184,0.460987929355459,0.4,4,0.321876780673483,2.21936212307951,0.250693359375,0.133135992182376,55558110.3826985,1.95844112690019,70.9694931248331,183.148429416322,103.775271413485,36.4319992800585,54.6364827332814,30.7625854584079,49.5980881539789,12.7011892809854,0.014679399827129,0.206412027661277,-8866.870473,-8867.37028869692,-8867.41160486711
2000,63.5820175714249,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004008783562936,0.007120008009559,0.004713032582994,5.771142578125,0.440317356172997,0.772476853982436,0.864686231746988,0.005583186991733,0.4,4,0.46806640625,8.837890625,0.128193359375,228.511954811568,150.932576505627,25.87890625,98.8628736373815,102.998719697881,14.9602020361653,23.3177560618667,99.8943742981647,55.0475777544463,85.861301282413,40.7121804105485,0.344242344416519,0.25835967782929,-8671.456991,-8672.38500951718,-8672.49117416631
2000,433.549303414045,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.001674870012816,0.029206044798276,0.040404897135964,55.766142578125,0.947000387851251,0.644273471087304,0.578260590582426,0.177849558555514,0.4,4,67100.1411625131,3.3133842269641,0.373193359375,60.2302602743318,67.8719796939128,141.131547166212,24.8792524627841,18.5967552313536,71.9045731812785,34.1397120689067,59.7592334527843,6.35634379631736,31.4033566860568,61.920103845939,0.455961187378159,0.098802399191971,"NaN",-19313.5407299024,"NaN"
2000,189.385536112362,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002619139875008,0.022830947505739,0.058786670556945,24.519267578125,0.875523030338503,0.514604513524852,0.17532855162179,1.78687914993426,0.4,4,0.290526907806727,4.04913936126113,0.097568359375,126.679220658089,3571071.6128793,189.882296293254,6.69079767947677,25.4009998053514,46.3072860414233,37.8372157102413,226.971453308127,10.2222189214181,58.6798530309107,126.784680931475,0.329586024288722,0.293021550410853,-8857.220343,-8857.76989443898,-8857.80337509172
2000,40.6545727008133,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.002850639112381,0.219596345967187,0.007208895739489,74.514267578125,0.424700965937044,0.194842190146335,0.595286983761693,0.023984604053041,0.4,4,0.147391626918541,7.84844323141432,0.342568359375,1223.81610512837,25858.0149869758,8.22556114573937,1682.80511913776,14.0614711870179,124.004947448693,7.01583979895738,189.733234402159,64.9897730506815,3.96366301717456,166.644292505278,0.177898278493539,0.055454533637274,-8768.58647,-8768.75001733832,-8769.1196337915
2000,25.950551128155,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004492538581236,0.087248191470121,0.053068411545742,49.516767578125,0.188773836798441,0.685144905150996,0.7621749015716,0.498955971389544,0.4,4,0.203526411775001,12.4606272868787,0.465068359375,8.2406242972369,8385.33644143192,31.6037421777185,33.8331097239876,10.3145109879939,53.3168043938899,3.34692782976088,5.99744538165469,1.82979945144639,12.2748999251436,14.8776741050611,0.294159719908626,0.413267826771834,-9051.526969,-9064.89989159405,-9065.12260180264
2000,222.740480785242,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.000297270214971,5.11631038394874E-05,0.000922852489791,99.511767578125,0.97373755870163,0.912137820557057,0.999014399338566,2.06976127779328E-06,0.4,4,0.155719418655816,0.004431219874385,0.220068359375,6.62498928341653,933.533246678729,0.982515332159626,376.739116789064,9.73934929020938,6.70767250714586,0.182208942856006,3.7524334001103,2.14538487524328E-06,28.6305252542682,0.004228868018273,0.978334222768477,0.002658394488626,"NaN","NA","NaN"
2000,11.691876972689,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.000259880764383,0.013801047857984,0.246643083968891,37.018017578125,0.768497018769491,0.943450881492022,0.999629467356007,0.220938324173857,0.4,4,0.57179733534937,6.97534127969265,0.158818359375,1.99870477996952E-06,391.391302357352,0.194116006825487,928.289054692789,39.1901167082241,58.2224679690796,9.61404536891109,48.5523773704018,33.4682411528531,0.505170327264834,0.804928934709574,0.952485491747086,0.000148296573504,-8776.325368,-8777.67877546928,-8778.33947482383
2000,50.5057462501133,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.007599784559929,0.048165812883831,0.000993176538539,87.013017578125,0.310079165361538,0.972572366598903,0.539338453545449,0.000408048977764,0.4,4,0.000552547818111,10.4903062714631,0.403818359375,206.643471766889,22.4059614129366,81.3892270273385,695.088737839255,34.157372484999,75.3083753431518,76.8067325829233,89.3713617116276,84.2482237633537,52.3457580777446,1.90081155930942,0.047611181975649,0.263802734568832,-8586.044694,-8586.07784798346,-8586.05679229481
2000,39.9462729846497,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00350866412203,0.044744101958363,0.01180539571395,12.020517578125,0.525933632355038,0.295424055297776,0.254901116737501,6.3235341073162E-05,0.4,4,0.519034288938872,10.6121549949533,0.281318359375,11.8848841454394,572.887169617801,6.30959738789927,13.2006776856728,4.07939459901642,18.6857129231588,217.495241404401,72.0546497518002,18.6061678872445,523.556299502183,38.0050656485218,0.116757770242345,0.212020336174135,-8778.847841,-8779.39359145391,-8779.62410878417
2000,256.126112767338,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.00471112370894,0.008070022308177,0.033176134813934,62.015517578125,0.992295619041392,0.695544939663348,0.697348929032759,0.205100927472078,0.4,4,0.212752648700357,7.90595186811284,0.036318359375,171.298861657109,9.65299423298384,9.25918013270933,8.52090261917867,13.0522427664951,11.8172613623132,35.1667523275369,53.4372436983395,37.6887651849176,39.0405251079448,103.694053447608,0.331548903563945,0.457879633734103,-8866.23174,-8867.20435831104,-8867.70365794241
2000,8.97676299513557,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.001966069282261,0.007409569650522,0.467452106686562,69.827236328125,0.464809197294923,0.346611007553076,0.35640210887967,0.01679459163158,0.4,4,0.341912985517004,7.36228662158161,0.181787109375,13.851303837995,437.515593058039,36.2042852734529,0.706905923475017,26.5822497483452,0.091721123918981,67.6273208598263,146.755751072403,49.907774023424,7.43147831401057,71.4909373440679,0.166449251847203,0.656422168777039,-8691.975701,-8692.16528787562,-8692.24495071328
2000,80.2276483119304,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.01811979460038,0.06099533616613,0.010891277773757,19.832236328125,0.814562095606135,0.792773826870934,0.723379939132708,0.00600934386397,0.4,4,0.185346986864309,12.9337104991003,0.426787109375,116.770924171674,3.35818008489684,74.629601401201,9.17208219423545,192.091916315057,49.3250700946113,27.5167980380631,63.8141727984725,7.0322532950225,60.4131554154881,28.4539756149113,0.23273300616068,0.079964270381775,-8776.35204,-8776.89835851258,-8780.02104108193
2000,11.9344503251698,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.001331456870997,0.332804767870155,4.32236101281982,94.824736328125,0.759578837028998,0.123559366425195,0.546840289117118,0.662370926203717,0.4,4,0.23837890625,8.744140625,0.304287109375,71.58203125,32.32421875,87.5809006887114,38.4239329436009,33.4530503324623,28.3684269614877,59.86328125,54.58984375,80.76171875,78.22265625,40.91796875,0.08544921875,0.44970703125,-8986.961921,-9001.90757274419,-8999.65189443612
