,"E","QL","EL_s","EL_i","QN_s","QN_i","EN_s","EN_i","QA_s","QA_i","EA","H_s","H_i","cases"
"295",152593216603.165,47681412073.1357,43540717.9962479,65323892960.19,181287170.19713,58990388569.0987,7.02521584862672E-07,1509132429.97137,9.93243352239083E-09,20796009.3047971,255243538.008063,6.93233136891327E-11,0.008152173915592,1222378099983.7
"296",154775154553.007,46726320230.0233,38892547.2746931,69958690654.6438,180261505.634386,64143598860.9574,6.32365536497918E-07,1664907263.39367,7.56105080236587E-09,19403705.1328353,275228585.77893,6.37539720654271E-11,0.008152173914804,1181685311852.72
"297",159271229360.678,43857978266.9388,35390251.573744,74884184655.6493,178176594.232382,68314643798.0615,5.79309241266536E-07,1857604827.67066,5.62940565474929E-09,17612249.0575511,294521447.011893,5.98613842025409E-11,0.008152173914155,1072647678158.79
"298",165321592875.815,39518299434.4141,32773158.3691744,79762174006.3063,175309556.567983,71438755040.9067,5.40257545786218E-07,2086056731.63542,4.02752799615341E-09,15195242.904242,312609022.220152,5.72435634581574E-11,0.008152173913646,952981542788.686
"299",171820737009.828,33910253927.3281,30856125.7291914,84344016554.3242,171857367.928731,73447388565.1827,5.13043046270379E-07,2350856857.44186,2.65208326797773E-09,11893841.1406023,326381651.935894,5.56780750162981E-11,0.008152173913219,820267791792.746
"300",177539514478.394,28239815954.4027,29341422.7180006,88018428267.6798,168125238.656492,74768267525.0463,4.9283812481815E-07,2637932404.86568,2.15102484832578E-09,11299124.5271678,334665490.140787,5.4694449206768E-11,0.008152173913016,734671336902.367
"301",182385114512.019,23410756867.7696,28011257.8046546,90539083420.9349,164332317.475343,75826486230.0872,4.75681113722326E-07,2932744130.91053,1.7935923867265E-09,10869826.5999101,344151047.950674,5.39311448240229E-11,0.008152173912918,718024859583.957
"302",186468803388.594,19144211486.2757,26845239.6697397,92147280570.9858,160498718.026637,76578794251.1485,4.61313558770037E-07,3236361392.01723,1.46475483236085E-09,10115230.435911,352823788.025602,5.34013267477951E-11,0.008152173912823,694306696977.469
"303",189770924819.259,15245397435.0461,25825977.1022732,93003623469.6689,156641207.675396,77000954968.5452,4.49523924842953E-07,3549788134.99942,1.15901596520614E-09,9020420.46801861,358523625.250438,5.31085519053123E-11,0.008152173912725,662240799022.859
"304",191778611712.727,11472186657.8065,24966138.1790105,93303063880.5158,152746337.881139,76980627245.6129,4.40778564700114E-07,3879402025.12714,6.8531906705517E-10,5945846.28958835,357153845.643831,5.31225758546664E-11,0.008152173912583,607871136618.398
"305",189533325428.666,8435315392.25546,24329792.8074548,93447013137.2115,148750237.628175,76225245750.8969,4.3687040899543E-07,4243878743.71649,7.35140161681313E-11,697305.893687076,333744585.124624,5.36490131293464E-11,0.008152173912366,487682940321.324
"306",181716152770.539,6202353125.58187,23900153.9721871,93659022127.3784,144670276.488576,74756364402.2514,4.3541319349433E-07,4623505849.91011,2.29709677346121E-14,217.887581443069,298082129.36378,5.47031579539463E-11,0.008152173912136,393899266638.781
"307",169484625926.975,4560491615.39874,124872109.446452,93904792156.5785,140608235.976962,72736767401.5436,4.33960838650899E-07,4960133176.60069,1.42693680129328E-17,0.135349895615158,272583826.844141,0.001637758467193,0.006667343973129,333462831378.898
"308",154522105091.118,3848743204.75961,633703055.72476,92969913964.9043,137292292.054795,71021426617.2191,4.32513328261254E-07,4943588263.63232,1.41337985466751E-17,0.13406397229396,254692404.238626,0.020653600801347,0.000630329693125,0
"309",135812647102.749,3669355203.41235,627382887.287979,92042688649.3513,134054549.637892,69346539542.1619,4.310706462867E-07,4927098539.0122,1.39995171244792E-17,0.132790266516606,245079556.128047,0.039307238036044,5.96097351355677E-05,0
"310",113014193346.045,3498328160.44445,621125750.522766,91124710644.5535,130893160.206458,67711149935.4139,4.29632776348858E-07,4910663815.53693,1.3866511436724E-17,0.131528661522076,244378690.049176,0.057605589173528,5.51666750750171E-06,0
"311",94042851307.6787,3335272614.0557,614931018.648606,90215887996.1955,127806325.375617,66114327490.8548,4.28199702538948E-07,4894283911.37057,1.37347694006301E-17,0.130279042701027,243679828.271564,0.07555541092308,4.99178866097293E-07,0
"312",78256050407.242,3179816998.90653,608798069.270921,89316129393.4184,124792286.89441,64555162663.6765,4.26771408859039E-07,4877958643.65823,1.36042790104688E-17,0.129041296174965,242982965.063387,0.093163341859576,6.24809025035464E-08,0
"313",65119391128.8515,3031607109.18701,602726286.216574,88425344438.1043,121849328.071636,63032767407.9712,4.25347879364702E-07,4861687830.15653,1.34750283748329E-17,0.127815309149775,242288094.709259,0.110435893824178,3.63477360549471E-07,0
"314",54187957521.1301,2890305218.52391,596715059.447378,87543443632.1874,118975772.630442,61546274584.2096,4.23929098164602E-07,4845471289.22894,1.33470057151013E-17,0.126600969901159,241595211.51011,0.127379454839839,-1.59516014410906E-07,0
"315",45091559425.5338,2755589347.81265,590763785.011548,86670338370.5315,116169983.840346,60094837510.2352,4.22515049420415E-07,4829308839.84485,1.32201993645999E-17,0.125398167766674,240904309.783169,0.144000291210572,-2.91683188669552E-07,0
"316",37522163778.3867,2627152528.50566,584871864.982242,85805940931.9139,113430363.57803,58677629475.4137,4.21105717346707E-07,4813200301.57819,1.30945977675245E-17,0.124206793135518,240215383.86194,0.160304549859692,5.34328552237786E-08,0
"317",31223435257.4521,2504702097.77921,579038707.395099,84950164469.8607,110755351.40382,57293843262.8928,4.19701086210644E-07,4797145494.60405,1.29701894778428E-17,0.123026737438109,239528428.096109,0.176298260644304,4.25785351161392E-09,0
"318",25982038363.9465,2387959023.14367,573263726.185115,84102923003.387,108143423.64907,55942690677.5065,4.18301140331843E-07,4781144239.69711,1.2846963158185E-17,0.121857893135571,238843436.851514,0.191987338659829,-1.08328533816103E-08,0
"319",21620483148.5195,2276657285.32078,567546341.135235,83264131409.454,105593092.596772,54623402121.9035,4.16905864082237E-07,4765196358.22994,1.27249075789472E-17,0.120700153711225,238160404.510106,0.207377586277707,1.47904733960491E-08,0
"320",17991102041.5922,2170543277.60567,561885977.821674,82433705414.9477,103102905.653055,53335226167.9628,4.15515241885989E-07,4749301672.17216,1.26040116173366E-17,0.119553413661528,237479325.469943,0.222474695229784,-2.42531496592661E-08,0
"321",14970967374.6945,2069375195.88695,556282067.541818,81611561586.1013,100671444.432438,52077429083.5956,4.14129258219106E-07,4733460004.08592,1.24842642560908E-17,0.118417568483934,236800194.145061,0.237284248986586,1.48420010835084E-07,0
"322",12457829609.7626,1972922517.20609,550734047.267819,80797617321.6866,98297324.021438,50849294451.8057,4.12747897609409E-07,4717671177.12562,1.23656545826722E-17,0.117292514669245,236123004.965481,0.251811724604892,-1.90897271932444E-08,0
"323",10366565692.5808,1880965454.26325,545241359.581507,79991790843.4657,95979192.1444981,49650122739.2276,4.11371144636179E-07,4701935015.03382,1.22481717881126E-17,0.116178149690655,235447752.377099,0.266062494893419,4.44214003384518E-09,0
"324",16702247011.9516,1793294543.11115,539803453.58616,79194001329.9554,93715729.3864068,48479231411.181,4.0999898401055E-07,4686251343.06018,1.21318051857349E-17,0.115074372181333,225218392.955156,0.280041825529139,4.22833543881693E-10,0
"325",22172455062.9403,1709709863.7645,534419781.022888,78404168346.666,91505644.6179761,47335952565.3716,4.08631400254301E-07,4670619984.29003,1.20165441321767E-17,0.113981081185302,214769925.302244,0.293754895977324,1.24721138550011E-11,0
"326",27060846866.6785,1630021038.12598,529089801.968343,77622212682.007,89347680.0158354,46219635528.6342,4.07268378181465E-07,4655040765.14912,1.19023781436261E-17,0.112898177259977,203918038.305978,0.307206772856606,1.17554897384519E-12,0
"327",31587622473.4571,1554046464.46124,523812980.87379,76848055766.1819,87240606.3322934,45129644410.0285,4.05909902575038E-07,4639513511.7085,1.17892968153441E-17,0.111825561712805,192500016.448149,0.320402431545209,2.24490672720066E-13,0
"328",35911376828.3381,1481613187.52056,518588789.967065,76081620170.2875,85183225.6807569,44065359541.7383,4.0455595847601E-07,4624038052.988,1.16772898911146E-17,0.110763137260026,180379642.041437,0.333346740793923,-1.31653974172137E-14,0
"329",40092337394.2687,1092272992.7881,838645222.612062,75322828191.0926,83174361.7401464,43026172411.8075,4.03206530358353E-07,4608614211.52655,1.15663470664932E-17,0.109710806160418,167512904.143522,0.346044510505382,-1.24429145437262E-15,0
"330",45159169483.9972,803131059.117543,856469298.259941,74612741387.9802,82808995.8189003,41986955452.546,4.0186160337104E-07,4791680449.53358,8.19088612633685E-21,7.76933905704774E-05,152546028.77489,9.73971359632273E-11,0.048954740847486,189737577819.227
"331",54556501329.2118,609454535.997729,833321754.07909,72772523421.8439,94924849.9630558,42047319092.2693,3.97323604226344E-07,4954798912.12402,8.16901779905918E-10,10141059.7576277,158838014.721021,9.72573114779021E-11,0.012008732960319,306644897449.734
"332",72882427649.0866,1399442147.48758,796072270.142248,69740689875.9869,120890300.880423,43350648125.6838,3.83838039796723E-07,5004955604.77465,1.90969526751115E-09,24772051.2483241,252016507.874805,9.43332888936894E-11,0.008516665049956,659037377329.609
"333",96845239682.9604,4072670185.78654,745498008.58083,65952654327.7887,159676297.471446,45825113911.7928,3.62329266823431E-07,4950133329.47847,2.84761558838647E-09,38682957.3564317,400899415.801976,8.92394769126806E-11,0.008186650971607,1110578495868.17
