p,omega,delta,mu_e,mu_ql,mu_el,mu_qn,mu_en,mu_qa,mu_ea,mu_h,beta_nh,beta_hl,beta_hn,lambda_l,lambda_n,lambda_a,alpha,f_l,f_n,f_a,kappa,c,Tf,obsprob,T_min_l,gamma,E0,QL0,EL_s0,EL_i0,QN_s0,QN_i0,EN_s0,EN_i0,QA_s0,QA_i0,EA0,H_s0,H_i0,LogLik
2000,4.607580560766614,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.004754744498174237,0.0004334737228068046,23.810532485274358,1660,0.7855133411117741,0.994672472709734,0.8252199628919599,0.000029751682689809357,0.4,4,2.0547133923673413,17.064604815122102,0.333333333333333,10392.238386058676,315.1832995489307,5.633332201534479,255.9794411390817,17.37251725416437,166.58067429177174,1.9091451231119085,8.362849932423828,399.88609914325053,116769.75883836318,8083.7581671139205,0.0001975074934756081,0.9980633834610755,-1294.52679118048,-8599.934295,-8578.94786
