
2000,2.7528703764879316,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.002739726027397,0.9,0.8,0.8,0.006188059211046868,0.0004719076242281574,53.802080067826815,1660,0.47017372459181456,0.9979196579427438,0.8971967106029881,0.000013520946137817775,0.4,4,0.899411943475277,17.21459092124713,0.333333333333333,12188.72835753913,6422.550827766641,1.5151920899465514,686.763719381306,21.139494597765662,74.83673202408764,6.587639179982414,10.678965011754435,52.36583775052811,90897.64576277889,12865.545223318712,0.00014175907067951984,0.9944402216878306,-1295.23302917302,-8581.166892
