"p","omega","delta","mu_e","mu_ql","mu_el","mu_qn","mu_en","mu_qa","mu_ea","mu_h","beta_nh","beta_hl","beta_hn","tau","lambda_l","lambda_n","lambda_a","alpha","f_l","f_n","f_a","kappa","c","Tf","obsprob","T_min_l","gamma","E0","QL0","EL_s0","EL_i0","QN_s0","QN_i0","EN_s0","EN_i0","QA_s0","QA_i0","EA0","H_s0","H_i0"
2000,21.1716874487867,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.306353631736349,17.619189935935,0.0925432859912605,0.602642482195758,0.579746183332208,0.97769306365612,0.0647618522693639,0.00792100371623325,0.0996503355229697,0.4,4,3.88252746582031,0.230332749464501,6.6983584647352,5.078125,33.984375,22.265625,60.546875,30.078125,62.890625,22.265625,17.578125,51.953125,26.953125,61.328125,0.126953125,0.318359375
2000,23.3911600068905,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.276892125453665,19.4277354947159,0.0835761848505479,0.542519148040609,0.641740762669319,0.923819707957692,0.0585244428709601,0.00875002127606796,0.0904540536578363,0.4,4,4.30119934082031,0.209198274961665,6.6983584647352,55.078125,83.984375,72.265625,10.546875,80.078125,12.890625,72.265625,67.578125,1.953125,76.953125,11.328125,0.376953125,0.068359375
2000,21.7265555883127,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.284257502024336,18.9755991050206,0.0947850612764387,0.617673315734546,0.626242117835041,0.937288046882299,0.0632024999197629,0.00854276688610929,0.0927531241241196,0.4,4,3.77785949707031,0.203914656335956,6.6983584647352,42.578125,21.484375,59.765625,23.046875,92.578125,50.390625,34.765625,30.078125,64.453125,89.453125,48.828125,0.314453125,0.380859375
2000,23.9460281464164,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.31371900830702,17.1670535462398,0.0858179601357261,0.557549981579396,0.56424753849793,0.991161402580727,0.0569650905213592,0.00771374932627457,0.0835568422589862,0.4,4,4.19653137207031,0.225049130838792,6.6983584647352,92.578125,71.484375,9.765625,73.046875,42.578125,0.390625,84.765625,80.078125,14.453125,39.453125,98.828125,0.064453125,0.130859375
2000,20.6168193092608,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.269526748882994,18.0713263256302,0.0813344095653698,0.64773498281212,0.595244828166486,0.910351369033086,0.0600837952205611,0.00895727566602664,0.0881549831915529,0.4,4,4.40586730957031,0.214481893587374,6.6983584647352,17.578125,96.484375,84.765625,98.046875,67.578125,75.390625,59.765625,5.078125,39.453125,14.453125,73.828125,0.439453125,0.005859375
2000,22.8362918673645,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.298988255165678,19.8798718844111,0.0903015107060824,0.587611648656971,0.657239407503597,0.964224724731513,0.0663212046189648,0.00812825810619193,0.0973512650566864,0.4,4,3.98719543457031,0.193347419084538,6.6983584647352,67.578125,46.484375,34.765625,48.046875,17.578125,25.390625,9.765625,55.078125,89.453125,64.453125,23.828125,0.189453125,0.255859375
2000,20.7555363441423,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.267685404740326,18.6364968127492,0.0852575163144316,0.583853940272274,0.63786610146075,0.906984284301934,0.066711042706365,0.00859458048359896,0.0852811451086987,0.4,4,3.85636047363281,0.199951942366674,6.6983584647352,45.703125,93.359375,94.140625,32.421875,14.453125,78.515625,44.140625,70.703125,61.328125,92.578125,76.953125,0.330078125,0.302734375
2000,22.975008902246,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.29714691102301,16.8279512539684,0.0942246174551442,0.643977274427424,0.575871522123638,0.960857640000361,0.0604736333079613,0.00776556292376424,0.0944774269738322,0.4,4,4.27503234863281,0.22108641686951,6.6983584647352,95.703125,43.359375,44.140625,82.421875,64.453125,28.515625,94.140625,20.703125,11.328125,42.578125,26.953125,0.080078125,0.052734375
2000,21.8652726231941,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.282416157881668,17.7322240333588,0.0897410668847879,0.553792273194699,0.606868811792194,0.933920962151148,0.0573549286087594,0.00900908926351631,0.0990755679063989,0.4,4,4.48436828613281,0.231653654120928,6.6983584647352,20.703125,18.359375,69.140625,57.421875,39.453125,53.515625,69.140625,95.703125,36.328125,17.578125,1.953125,0.455078125,0.177734375
2000,24.0847451812979,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.311877664164352,19.5407695921397,0.0807739657440752,0.613915607349849,0.668863391129306,0.987794317849575,0.0635923380071632,0.0081800717036816,0.0898792860412654,0.4,4,4.06569641113281,0.210519179618092,6.6983584647352,70.703125,68.359375,19.140625,7.421875,89.453125,3.515625,19.140625,45.703125,86.328125,67.578125,51.953125,0.205078125,0.427734375
2000,21.3104044836682,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.304512287593681,18.184360423054,0.0964663927403223,0.568823106733486,0.653364746295028,0.974325978924968,0.0589142809583603,0.00755830853380556,0.0921783565075488,0.4,4,4.58903625488281,0.205235560992383,6.6983584647352,33.203125,30.859375,6.640625,19.921875,76.953125,66.015625,81.640625,58.203125,48.828125,55.078125,89.453125,0.017578125,0.115234375
2000,23.529877041772,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.275050781310997,16.3758148642732,0.0874992915996097,0.628946440888636,0.591370166957916,0.920452623226541,0.0651516903567641,0.00838732609364028,0.0829820746424153,0.4,4,4.17036437988281,0.226370035495219,6.6983584647352,83.203125,80.859375,56.640625,69.921875,26.953125,16.015625,31.640625,8.203125,98.828125,5.078125,39.453125,0.267578125,0.365234375
2000,20.2006682046163,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.319243040735023,17.2800876436636,0.0830157410292534,0.598884773811061,0.56037287728936,0.947389301075754,0.068270395055966,0.00797281731372292,0.0875802155749821,0.4,4,3.96102844238281,0.215802798243801,6.6983584647352,8.203125,55.859375,31.640625,94.921875,51.953125,91.015625,6.640625,83.203125,73.828125,30.078125,14.453125,0.142578125,0.490234375
2000,22.4201407627201,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.289781534452339,19.0886332024444,0.091982842169966,0.659008107966211,0.622367456626472,0.893515945377327,0.0620329856575622,0.00880183487355763,0.0967764974401155,0.4,4,4.37970031738281,0.194668323740965,6.6983584647352,58.203125,5.859375,81.640625,44.921875,1.953125,41.015625,56.640625,33.203125,23.828125,80.078125,64.453125,0.392578125,0.240234375
2000,22.1427066929571,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.278733469596333,16.6018830591208,0.0886201792421988,0.57633852350288,0.645615423877889,0.994528487311878,0.0581346047835599,0.00911271645849565,0.0864306803418404,0.4,4,4.11803039550781,0.213160988930947,6.6983584647352,14.453125,49.609375,50.390625,51.171875,8.203125,59.765625,12.890625,1.953125,55.078125,86.328125,83.203125,0.173828125,0.021484375
2000,24.3621792510609,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.308194975879017,18.4104286179016,0.0975872803829114,0.63646185765803,0.583620844540777,0.940655131613451,0.0643720141819636,0.00828369889866094,0.0956269622069738,0.4,4,4.53670227050781,0.192026514428111,6.6983584647352,64.453125,99.609375,0.390625,1.171875,58.203125,9.765625,62.890625,51.953125,5.078125,36.328125,33.203125,0.423828125,0.271484375
2000,21.0329704139052,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.293464222737675,19.3147013972921,0.0931037298125551,0.546276856425305,0.614618134209333,0.967591809462665,0.0674907188811655,0.0086982076785783,0.100225103139541,0.4,4,4.32736633300781,0.202593751679529,6.6983584647352,39.453125,74.609375,75.390625,26.171875,33.203125,84.765625,87.890625,26.953125,30.078125,11.328125,8.203125,0.048828125,0.396484375
2000,23.252442972009,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.322925729020359,17.5061558385112,0.0841366286718425,0.606400190580455,0.676612713546445,0.913718453764237,0.0612533094827618,0.00786919011874358,0.0910288212744071,0.4,4,3.90869445800781,0.223728226182365,6.6983584647352,89.453125,24.609375,25.390625,76.171875,83.203125,34.765625,37.890625,76.953125,80.078125,61.328125,58.203125,0.298828125,0.146484375
2000,20.4781022743793,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.300829599308346,17.054019448816,0.0953455050977332,0.561307689964093,0.661114068712167,0.90025011483963,0.0659313665315646,0.00807644450870226,0.0933278917406905,0.4,4,4.22269836425781,0.229011844808074,6.6983584647352,1.953125,87.109375,37.890625,88.671875,95.703125,97.265625,50.390625,14.453125,42.578125,73.828125,95.703125,0.486328125,0.333984375
2000,22.6975748324831,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.271368093025662,18.8625650075968,0.0863784039570206,0.621431024119242,0.599119489375055,0.954123470538058,0.0596939571331608,0.00890546206853697,0.084131609875557,0.4,4,3.80402648925781,0.207877370305238,6.6983584647352,51.953125,37.109375,87.890625,38.671875,45.703125,47.265625,0.390625,64.453125,92.578125,23.828125,45.703125,0.236328125,0.083984375
2000,21.5878385534312,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.315560352449688,19.7668377869873,0.0818948533866643,0.591369357041668,0.568122199706499,0.927186792688844,0.0565752524339589,0.0076619357287849,0.0887297508081237,0.4,4,4.01336242675781,0.19731013305382,6.6983584647352,26.953125,12.109375,12.890625,13.671875,70.703125,72.265625,25.390625,39.453125,67.578125,48.828125,20.703125,0.361328125,0.208984375
2000,23.8073111115349,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.286098846167004,17.9582922282064,0.0908619545273769,0.651492691196817,0.630116779043611,0.981060148387272,0.0628126618323627,0.00849095328861962,0.0979260326732572,0.4,4,4.43203430175781,0.218444607556656,6.6983584647352,76.953125,62.109375,62.890625,63.671875,20.703125,22.265625,75.390625,89.453125,17.578125,98.828125,70.703125,0.111328125,0.458984375
2000,20.2700267220571,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.316481024521022,17.7887410820707,0.0900212887954351,0.634583003465681,0.562310207893645,0.912034911398661,0.0610583904390616,0.00887955526979214,0.0999377193312551,0.4,4,4.41895080566406,0.232314106449142,6.6983584647352,72.265625,98.046875,51.953125,40.234375,69.140625,45.703125,70.703125,78.515625,37.890625,56.640625,53.515625,0.181640625,0.044921875
2000,22.4894992801608,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.287019518238338,19.5972866408516,0.0810541876547225,0.574459669310532,0.624304787230757,0.965908267097089,0.0672957998374654,0.00805053770995742,0.0907414374661217,0.4,4,4.00027893066406,0.211179631946306,6.6983584647352,22.265625,48.046875,1.953125,90.234375,19.140625,95.703125,20.703125,28.515625,87.890625,6.640625,3.515625,0.431640625,0.294921875
2000,21.3797630011089,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.30175027137968,18.6930138614611,0.0855377382250788,0.604521336388107,0.655302076899312,0.938971589247875,0.0641770951382635,0.00846504648987478,0.0861432965335549,0.4,4,3.79094299316406,0.200612394694888,6.6983584647352,97.265625,23.046875,76.953125,65.234375,94.140625,20.703125,45.703125,53.515625,62.890625,31.640625,28.515625,0.056640625,0.419921875
2000,23.5992355592127,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.272288765096995,16.8844683026803,0.0945048393657914,0.544398002232957,0.593307497562201,0.992844944946303,0.0579396857398598,0.00763602893004007,0.0953395783986884,0.4,4,4.20961486816406,0.221746869197724,6.6983584647352,47.265625,73.046875,26.953125,15.234375,44.140625,70.703125,95.703125,3.515625,12.890625,81.640625,78.515625,0.306640625,0.169921875
2000,21.9346311406349,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.294384894809009,17.3366046923755,0.0832959629399007,0.619552169926894,0.608806142396479,0.979376606021696,0.0626177427886626,0.0082577920999161,0.0884423669998383,0.4,4,3.89561096191406,0.216463250572015,6.6983584647352,59.765625,35.546875,39.453125,2.734375,31.640625,8.203125,8.203125,91.015625,50.390625,94.140625,66.015625,0.494140625,0.357421875
2000,24.1541036987387,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.323846401091693,19.1451502511564,0.0922630640806133,0.559428835771744,0.67080072173359,0.925503250323268,0.0563803333902588,0.00908680965975082,0.0976386488649718,0.4,4,4.31428283691406,0.195328776069179,6.6983584647352,9.765625,85.546875,89.453125,52.734375,81.640625,58.203125,58.203125,41.015625,0.390625,44.140625,16.015625,0.244140625,0.107421875
2000,20.824894861583,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.279654141667667,18.2408774717659,0.0967466146509696,0.649613837004469,0.639803432065035,0.952439928172482,0.0594990380894607,0.00784328331999875,0.0930405079324051,0.4,4,4.52361877441406,0.205896013320597,6.6983584647352,84.765625,60.546875,14.453125,77.734375,6.640625,33.203125,83.203125,66.015625,25.390625,19.140625,41.015625,0.369140625,0.232421875
2000,23.0443674196868,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.309115647950351,16.4323319129851,0.087779513510257,0.589490502849319,0.577808852727923,0.898566572474055,0.0657364474878644,0.00867230087983346,0.0838442260672716,0.4,4,4.10494689941406,0.227030487823433,6.6983584647352,34.765625,10.546875,64.453125,27.734375,56.640625,83.203125,33.203125,16.015625,75.390625,69.140625,91.015625,0.119140625,0.482421875
2000,21.102328931346,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.320163712806357,19.371218446004,0.0933839517232024,0.642098420235075,0.570059530310784,0.999579114408606,0.063397418963463,0.00836141929489544,0.101087254564397,0.4,4,4.36661682128906,0.203254204007742,6.6983584647352,91.015625,41.796875,95.703125,71.484375,50.390625,14.453125,89.453125,47.265625,44.140625,62.890625,59.765625,0.337890625,0.263671875
2000,23.3218014894497,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.290702206523673,17.5626728872231,0.0844168505824898,0.581975086079926,0.632054109647896,0.945705758710179,0.0571600095650593,0.00753240173506073,0.0918909726992634,0.4,4,3.94794494628906,0.224388678510578,6.6983584647352,41.015625,91.796875,45.703125,21.484375,0.390625,64.453125,39.453125,97.265625,94.140625,12.890625,9.765625,0.087890625,0.013671875
2000,19.9925926522941,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.305432959665015,16.6584001078327,0.0889004011528461,0.6120367531575,0.663051399316451,0.972642436559392,0.0602787142642612,0.0087759280748128,0.0872928317666966,0.4,4,4.15728088378906,0.21382144125916,6.6983584647352,66.015625,66.796875,70.703125,46.484375,75.390625,39.453125,14.453125,22.265625,69.140625,37.890625,34.765625,0.462890625,0.138671875
2000,22.2120652103979,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.275971453382331,18.4669456666135,0.0978675022935587,0.551913419002351,0.60105681997934,0.918769080860965,0.0665161236626649,0.00794691051497808,0.0964891136318301,0.4,4,4.57595275878906,0.192686966756324,6.6983584647352,16.015625,16.796875,20.703125,96.484375,25.390625,89.453125,64.453125,72.265625,19.140625,87.890625,84.765625,0.212890625,0.388671875
2000,20.54746079182,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.283336829953002,19.8233548356992,0.0821750752973116,0.627067586696288,0.616555464813618,0.905300741936358,0.0618380666138621,0.00773965612501941,0.08959190223298,0.4,4,4.05261291503906,0.197970585382033,6.6983584647352,78.515625,79.296875,8.203125,83.984375,37.890625,26.953125,26.953125,34.765625,56.640625,75.390625,72.265625,0.025390625,0.076171875
2000,22.7669333499238,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.312798336235686,18.0148092769183,0.0911421764380242,0.566944252541138,0.678550044150729,0.959174097634785,0.0680754760122659,0.00856867368485412,0.0987881840981135,0.4,4,4.47128479003906,0.219105059884869,6.6983584647352,28.515625,29.296875,58.203125,33.984375,87.890625,76.953125,76.953125,84.765625,6.640625,25.390625,22.265625,0.275390625,0.326171875
2000,21.6571970708719,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.26860607681166,17.1105364975279,0.0956257270083805,0.657129253773863,0.647552754482174,0.932237419785572,0.064956771313064,0.00815416490493676,0.0941900431655467,0.4,4,4.26194885253906,0.229672297136287,6.6983584647352,53.515625,4.296875,33.203125,8.984375,12.890625,1.953125,51.953125,9.765625,31.640625,0.390625,47.265625,0.150390625,0.451171875
2000,23.8766696289757,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.298067583094344,18.9190820563087,0.0866586258676679,0.597005919618713,0.585558175145062,0.986110775483999,0.0587193619146602,0.00898318246477148,0.0849937613004133,0.4,4,3.84327697753906,0.208537822633451,6.6983584647352,3.515625,54.296875,83.203125,58.984375,62.890625,51.953125,1.953125,59.765625,81.640625,50.390625,97.265625,0.400390625,0.201171875
2000,21.7959141057534,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.270447420954328,19.4842525434278,0.0917026202593187,0.578217377695229,0.59718215877077,0.92887033505442,0.0591092000020605,0.00768784252752974,0.100512486947826,0.4,4,4.02644592285156,0.201933299351315,6.6983584647352,81.640625,7.421875,48.828125,74.609375,66.015625,5.078125,42.578125,62.890625,66.015625,78.515625,0.390625,0.009765625,0.248046875
2000,24.0153866638572,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.299908927237012,17.6757069846469,0.0827355191186061,0.638340711850378,0.659176738107882,0.982743690752848,0.0653466094004642,0.00851686008736445,0.0913162050826925,0.4,4,4.44511779785156,0.223067773854151,6.6983584647352,31.640625,57.421875,98.828125,24.609375,16.015625,55.078125,92.578125,12.890625,16.015625,28.515625,50.390625,0.259765625,0.498046875
2000,20.6861778267015,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.28517817409567,16.7714342052565,0.0872190696889624,0.548155710617654,0.628179448439326,0.901933657205206,0.0684653140996661,0.00810235130744709,0.0867180641501258,0.4,4,4.23578186035156,0.212500536602733,6.6983584647352,56.640625,82.421875,23.828125,49.609375,91.015625,30.078125,67.578125,87.890625,41.015625,3.515625,75.390625,0.134765625,0.373046875
2000,22.9056503848053,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.314639680378354,18.5799797640373,0.096186170829675,0.608279044772803,0.566184869102215,0.955807012903634,0.0622279047012623,0.00893136886728181,0.0959143460152592,0.4,4,3.81710998535156,0.191366062099897,6.6983584647352,6.640625,32.421875,73.828125,99.609375,41.015625,80.078125,17.578125,37.890625,91.015625,53.515625,25.390625,0.384765625,0.123046875
2000,20.1313096871756,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.307274303807683,19.0321161537325,0.0849772944037843,0.563186544156441,0.581683513936492,0.969275351828241,0.0669059617500651,0.00830960569740577,0.0890171346164092,0.4,4,4.34044982910156,0.196649680725606,6.6983584647352,94.140625,69.921875,61.328125,87.109375,28.515625,42.578125,80.078125,50.390625,28.515625,66.015625,12.890625,0.322265625,0.435546875
2000,22.3507822452793,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.277812797524999,17.2235705949517,0.0939443955444969,0.623309878311591,0.643678093273604,0.915401996129813,0.0606685523516614,0.00748058813757106,0.0982134164815426,0.4,4,3.92177795410156,0.217784155228442,6.6983584647352,44.140625,19.921875,11.328125,37.109375,78.515625,92.578125,30.078125,0.390625,78.515625,16.015625,62.890625,0.072265625,0.185546875
2000,21.2410459662275,0.5,0.02618,0.0068,0.001428,0.0034,0.000476,0.00136,0.000408,0.00273972602739726,0.9,0.8,0.8,0.322005056949025,16.3192978155613,0.0984279461148532,0.593248211234016,0.67467538294216,0.996212029677454,0.0575498476524595,0.00872411447732313,0.0936152755489759,0.4,4,4.13111389160156,0.22835139247986,6.6983584647352,69.140625,44.921875,86.328125,12.109375,3.515625,17.578125,5.078125,75.390625,53.515625,41.015625,87.890625,0.447265625,0.060546875
